name	hdr	cited-pid	twin-path	twin-pid	status	print
SetAbortProc	include/Wingdi.h	aa453040	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms939985.html	ms939985	twin-match	 | int SetAbortProc(HDC, ABORTPROC)
SetActiveWindow	include/Winuser.h	ms929203	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee504615.html	ee504615	twin-match	 | HWND SetActiveWindow(HWND)
SetBkColor	include/Wingdi.h	ms939988	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee506089.html	ee506089	twin-match	 | COLORREF SetBkColor(HDC, COLORREF)
SetBkMode	include/Wingdi.h	ms939989	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee499678.html	ee499678	twin-match	 | int SetBkMode(HDC, int)
SetBrushOrgEx	include/Wingdi.h	ms940010	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee505889.html	ee505889	twin-match	 | BOOL SetBrushOrgEx(HDC, int, int, LPPOINT)
SetCapture	include/Winuser.h	aa452971	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms924858.html	ms924858	twin-match	 | HWND SetCapture(HWND)
SetCaretBlinkTime	include/Winuser.h	ms929930	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee505058.html	ee505058	twin-match	 | BOOL SetCaretBlinkTime(UINT)
SetCaretPos	include/Winuser.h	ms940012	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee502546.html	ee502546	twin-match	 | BOOL SetCaretPos(int, int)
SetClipboardData	include/Winuser.h	ms913094	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee504536.html	ee504536	twin-match	 | HANDLE SetClipboardData(UINT, HANDLE)
SetCommBreak	include/Winbase.h	ms886804	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488578.html	ee488578	twin-match	 | BOOL SetCommBreak(HANDLE)
SetCommMask	include/Winbase.h	ms886805	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488916.html	ee488916	twin-match	 | BOOL SetCommMask(HANDLE, DWORD)
SetCommState	include/Winbase.h	ms886806	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee487991.html	ee487991	twin-match	 | BOOL SetCommState(HANDLE, LPDCB)
SetCommTimeouts	include/Winbase.h	ms886807	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488388.html	ee488388	twin-match	 | BOOL SetCommTimeouts(HANDLE, LPCOMMTIMEOUTS)
SetCursor	include/Winuser.h	ms929226	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms924859.html	ms924859	twin-match	 | HCURSOR SetCursor(HCURSOR)
SetDlgItemTextW	include/Winuser.h	ms940020			no-twin-page	
SetEndOfFile	include/Winbase.h	ms891916	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee490369.html	ee490369	twin-match	 | BOOL SetEndOfFile(HANDLE)
SetEvent	include/Winbase.h	ms886810	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488785.html	ee488785	twin-match	 | BOOL SetEvent(HANDLE)
SetFileAttributesW	include/Winbase.h	ms891925			no-twin-page	
SetFilePointer	include/Winbase.h	ms891933	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee490790.html	ee490790	twin-match	 | DWORD SetFilePointer(HANDLE, LONG, PLONG, DWORD)
SetFileTime	include/Winbase.h	ms886812	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488233.html	ee488233	twin-match	 | BOOL SetFileTime(HANDLE, const FILETIME*, const FILETIME*, const FILETIME*)
SetFocus	include/Winuser.h	ms929240	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee501059.html	ee501059	twin-match	 | HWND SetFocus(HWND)
SetIpForwardEntry	include/Iphlpapi.h	aa450922	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee494909.html	ee494909	twin-match	 | DWORD SetIpForwardEntry(PMIB_IPFORWARDROW)
SetIpNetEntry	include/Iphlpapi.h	aa450924	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee493663.html	ee493663	twin-match	 | DWORD SetIpNetEntry(PMIB_IPNETROW)
SetIpStatistics	include/Iphlpapi.h	aa450929	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee494885.html	ee494885	twin-match	 | DWORD SetIpStatistics(PMIB_IPSTATS)
SetIpTTL	include/Iphlpapi.h	aa450931	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee494316.html	ee494316	twin-match	 | DWORD SetIpTTL(UINT)
SetLastError	include/Winbase.h	ms886817	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee487957.html	ee487957	twin-diff	ret: hdr='VOID' twin='void' | void SetLastError(DWORD)
SetLocalTime	include/Winbase.h	ms886818	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488183.html	ee488183	twin-match	 | BOOL SetLocalTime(const SYSTEMTIME*)
SetMenuItemInfoW	include/Winuser.h	ms939775			no-twin-page	
SetPixel	include/Wingdi.h	aa453646	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee503104.html	ee503104	twin-match	 | COLORREF SetPixel(HDC, int, int, COLORREF)
SetRect	include/Winbase.h	aa453648	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee502266.html	ee502266	twin-match	 | BOOL SetRect(LPRECT, int, int, int, int)
SetRectEmpty	include/Winuser.h	aa453649	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee504846.html	ee504846	twin-match	 | BOOL SetRectEmpty(LPRECT)
SetScrollInfo	include/Winuser.h	aa453163	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee503641.html	ee503641	twin-diff	arg4: hdr='BOOL**' twin='BOOL' | int SetScrollInfo(HWND, int, LPSCROLLINFO, BOOL)
SetScrollPos	include/Winuser.h	aa453652	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee503730.html	ee503730	twin-match	 | int SetScrollPos(HWND, int, int, BOOL)
SetScrollRange	include/Winuser.h	aa453653	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee501477.html	ee501477	twin-diff	arg4: hdr='int**' twin='int' | BOOL SetScrollRange(HWND, int, int, int, BOOL)
SetSystemTime	include/Winbase.h	aa450867	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488615.html	ee488615	twin-match	 | BOOL SetSystemTime(const SYSTEMTIME*)
SetTcpEntry	include/Iphlpapi.h	aa450937	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee494687.html	ee494687	twin-match	 | DWORD SetTcpEntry(PMIB_TCPROW)
SetTextColor	include/Wingdi.h	ms901145	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee489887.html	ee489887	twin-match	 | COLORREF SetTextColor(HDC, COLORREF)
SetThreadPriority	include/Winbase.h	aa450891	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488350.html	ee488350	twin-match	 | BOOL SetThreadPriority(HANDLE, int)
SetTimeZoneInformation	include/Winbase.h	aa450893	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488386.html	ee488386	twin-match	 | BOOL SetTimeZoneInformation(const TIME_ZONE_INFORMATION*)
SetUrlCacheEntryInfo	include/Wininet.h	ms918858	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee492792.html	ee492792	twin-match	 | BOOL SetUrlCacheEntryInfo(LPCSTR, LPINTERNET_CACHE_ENTRY_INFO, DWORD)
SetViewportOrgEx	include/Wingdi.h	aa453660	/home/user/wince-docs-corpus/docs/chm/windows-ce-3.0/_wcesdk_Win32_SetViewportOrgEx.html		no-print-in-twin	
SetWindowOrgEx	include/Wingdi.h	aa453954	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/aa453954.html		no-print-in-twin	
SetupComm	include/Winbase.h	aa450896	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488358.html	ee488358	twin-match	 | BOOL SetupComm(HANDLE, DWORD, DWORD)
ShowCaret	include/Winuser.h	ms940013	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee502542.html	ee502542	twin-match	 | BOOL ShowCaret(HWND)
ShowCursor	include/Winuser.h	ms940016	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/aa453730(v=msdn.10).html	aa453730	twin-match	 | int ShowCursor(BOOL)
SignalStarted	include/Winbase.h	aa450898	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488242.html	ee488242	twin-match	 | VOID SignalStarted(DWORD)
SipSetDefaultRect	include/Sipapi.h	ms940340	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee504359.html	ee504359	twin-match	 | BOOL SipSetDefaultRect(RECT*)
SizeofResource	include/Winbase.h	aa453417	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms940346.html	ms940346	twin-match	 | DWORD SizeofResource(HMODULE, HRSRC)
Sleep	include/Winbase.h	aa450900	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488158.html	ee488158	twin-diff	ret: hdr='VOID' twin='void' | void Sleep(DWORD)
SnmpUtilOctetsCmp	include/Snmp.h	ms896039	/home/user/wince-docs-corpus/docs/chm/windows-ce-3.0/wcesdkrSnmpUtilOctetsCmp.html		no-print-in-twin	
SnmpUtilOctetsCpy	include/Snmp.h	ms896040	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms927119.html	ms927119	twin-diff	arg1: hdr='AsnOctetString*' twin='AsnOctetString'; arg2: hdr='AsnOctetString*' twin='AsnOctetString' | SNMPAPI SnmpUtilOctetsCpy(AsnOctetString, AsnOctetString)
SnmpUtilOctetsNCmp	include/Snmp.h	ms896042	/home/user/wince-docs-corpus/docs/chm/windows-ce-3.0/wcesdkrSnmpUtilOctetsNCmp.html		no-print-in-twin	
SnmpUtilOidNCmp	include/Snmp.h	ms896047	/home/user/wince-docs-corpus/docs/chm/windows-ce-3.0/wcesdkrSnmpUtilOidNCmp.html		no-print-in-twin	
StartDocW	include/Wingdi.h	ms939985			no-twin-page	
StartPage	include/Wingdi.h	ms940349	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms940350.html	ms940350	twin-match	 | int StartPage(HDC)
StretchBlt	include/Wingdi.h	ms940373	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee504535.html	ee504535	twin-match	 | BOOL StretchBlt(HDC, int, int, int, int, HDC, int, int, int, int, DWORD)
StringFromGUID2	include/Objbase.h	ms891281	/home/user/wince-docs-corpus/docs/chm/windows-ce-3.0/_wcesdk_COM_StringFromGUID2.html		no-print-in-twin	
SubtractRect	include/Winuser.h	ms940381	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee504025.html	ee504025	twin-match	 | BOOL SubtractRect(LPRECT, const RECT*, const RECT*)
SuspendThread	include/Winbase.h	aa450913	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488373.html	ee488373	twin-match	 | DWORD SuspendThread(HANDLE)
SystemParametersInfoW	include/Winuser.h	aa453170			no-twin-page	
SystemTimeToFileTime	include/Winbase.h	aa450925	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488792.html	ee488792	twin-match	 | BOOL SystemTimeToFileTime(const SYSTEMTIME*, LPFILETIME)
TSPI_lineForward	include/Tapicomn.h	aa451032	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms928271.html	ms928271	twin-diff	ret: hdr='LONG' twin='LONG TSPIAPI' | LONG TSPIAPI TSPI_lineForward(DRV_REQUESTID, HDRVLINE, DWORD, DWORD, LPLINEFORWARDLIST const, DWORD, HTAPICALL, LPHDRVCALL, LPLINECALLPARAMS const)
TSPI_lineGenerateDigits	include/Tapicomn.h	aa451032	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms928272.html	ms928272	twin-diff	ret: hdr='LONG' twin='LONG TSPIAPI' | LONG TSPIAPI TSPI_lineGenerateDigits(HDRVCALL, DWORD, DWORD, LPCWSTR, DWORD)
TSPI_lineGenerateTone	include/Tapicomn.h	aa451032	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms928273.html	ms928273	twin-diff	ret: hdr='LONG' twin='LONG TSPIAPI' | LONG TSPIAPI TSPI_lineGenerateTone(HDRVCALL, DWORD, DWORD, DWORD, DWORD, LPLINEGENERATETONE const)
TerminateProcess	include/Winbase.h	aa450927	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488378.html	ee488378	twin-match	 | BOOL TerminateProcess(HANDLE, DWORD)
Thread32Next	include/Tlhelp32.h	aa450934	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/aa450936.html	aa450936	twin-diff	ret: hdr='BOOL' twin='BOOL WINAPI' | BOOL WINAPI Thread32Next(HANDLE, LPTHREADENTRY32)
TlsFree	include/Winbase.h	aa450947	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488903.html	ee488903	twin-match	 | BOOL TlsFree(DWORD)
TlsGetValue	include/Winbase.h	aa450949	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488590.html	ee488590	twin-match	 | LPVOID TlsGetValue(DWORD)
TlsSetValue	include/Winbase.h	aa450951	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488026.html	ee488026	twin-match	 | BOOL TlsSetValue(DWORD, LPVOID)
TrackPopupMenu	include/Winuser.h	ms940027	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee503594.html	ee503594	twin-match	 | BOOL TrackPopupMenu(HMENU, UINT, int, int, int, HWND, const RECT*)
TrackPopupMenuEx	include/Winuser.h	aa453773	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee504060.html	ee504060	twin-diff	arg5: hdr='HWND**' twin='HWND' | BOOL TrackPopupMenuEx(HMENU, UINT, int, int, HWND, LPTPMPARAMS)
TranslateAcceleratorW	include/Winuser.h	aa452935			no-twin-page	
TranslateMessage	include/Winuser.h	aa453776	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee502837.html	ee502837	twin-match	 | BOOL TranslateMessage(const MSG*)
TransmitCommChar	include/Winbase.h	aa450957	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488400.html	ee488400	twin-match	 | BOOL TransmitCommChar(HANDLE, char)
UnionRect	include/Winuser.h	ms914081	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee499433.html	ee499433	twin-match	 | BOOL UnionRect(LPRECT, const RECT*, const RECT*)
UnlockUrlCacheEntryFile	include/Wininet.h	ms918862	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee492887.html	ee492887	twin-match	 | BOOL UnlockUrlCacheEntryFile(LPCSTR, DWORD)
UpdateWindow	include/Winuser.h	ms914085	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee501696.html	ee501696	twin-match	 | BOOL UpdateWindow(HWND)
UpnpSetControlResponse	include/Upnpdevapi.h	ms898523	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms898523.html		no-print-in-twin	
UpnpSetErrorResponse	include/Upnpdevapi.h	ms898523	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms898533.html		no-print-in-twin	
UpnpSetRawControlResponse	include/Upnpdevapi.h	ms898523	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms898542.html		no-print-in-twin	
ValidateRect	include/Winuser.h	ms914091	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee502605.html	ee502605	twin-match	 | BOOL ValidateRect(HWND, const RECT*)
VarBstrFromUI1	include/Oleauto.h	ms891328	/home/user/wince-docs-corpus/docs/chm/windows-ce-3.0/_wcesdk_VarBstrFromUI1.html		no-print-in-twin	
VarDecFromUI4	include/Oleauto.h	ms891629	/home/user/wince-docs-corpus/docs/chm/windows-ce-3.0/_wcesdk_VarDecFromUI4.html		no-print-in-twin	
VarI4FromDate	include/Oleauto.h	aa519078	/home/user/wince-docs-corpus/docs/chm/windows-ce-3.0/_wcesdk_VarI4FromDate.html		no-print-in-twin	
VarI4FromI2	include/Oleauto.h	ms891663	/home/user/wince-docs-corpus/docs/chm/windows-ce-3.0/_wcesdk_VarI4FromI2.html		no-print-in-twin	
VarR8FromDisp	include/Oleauto.h	ms891810	/home/user/wince-docs-corpus/docs/chm/windows-ce-3.0/_wcesdk_VarR8FromDisp.html		no-print-in-twin	
VarR8FromUI4	include/Oleauto.h	ms891846	/home/user/wince-docs-corpus/docs/chm/windows-ce-3.0/_wcesdk_VarR8FromUI4.html		no-print-in-twin	
VirtualAlloc	include/Winbase.h	aa450975	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488564.html	ee488564	twin-match	 | LPVOID VirtualAlloc(LPVOID, DWORD, DWORD, DWORD)
VirtualFree	include/Winbase.h	aa450979	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488784.html	ee488784	twin-match	 | BOOL VirtualFree(LPVOID, DWORD, DWORD)
VirtualProtect	include/Winbase.h	aa450980	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488353.html	ee488353	twin-match	 | BOOL VirtualProtect(LPVOID, DWORD, DWORD, PDWORD)
VirtualQuery	include/Winbase.h	aa450981	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488918.html	ee488918	twin-match	 | DWORD VirtualQuery(LPCVOID, PMEMORY_BASIC_INFORMATION, DWORD)
WNetConnectionDialog1W	include/Winnetwk.h	ms898611			no-twin-page	
WNetDisconnectDialog1W	include/Winnetwk.h	ms898705			no-twin-page	
WRITE_PORT_BUFFER_USHORT	include/CEDDK.h	ms923673	/home/user/wince-docs-corpus/docs/chm/windows-ce-3.0/_wcepb_WRITE_PORT_BUFFER_USHORT.html		no-print-in-twin	
WSAAccept	include/Winsock2.h	ee493507	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms898727.html	ms898727	twin-match	 | SOCKET WSAAccept(SOCKET, struct sockaddr*, LPINT, LPCONDITIONPROC, DWORD)
WSAAddressToString	include/Winsock2.h	ee493507	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms898728.html	ms898728	twin-match	 | INT WSAAddressToString(LPSOCKADDR, DWORD, LPWSAPROTOCOL_INFO, LPTSTR, LPDWORD)
WSACleanup	include/Winsock2.h	ee493507	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms898730.html	ms898730	twin-match	 | int WSACleanup()
WSAConnect	include/Winsock2.h	ms898731	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms898733.html	ms898733	twin-match	 | int WSAConnect(SOCKET, const struct sockaddr FAR*, int, LPWSABUF, LPWSABUF, LPQOS, LPQOS)
WSAEnumProtocols	include/Winsock2.h	ms898737	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms898739.html	ms898739	twin-diff	arg3: hdr='LPDWORD' twin='IL' | int WSAEnumProtocols(LPINT, LPWSAPROTOCOL_INFO, IL)
WSAEventSelect	include/Winsock2.h	ms898737	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms898740.html	ms898740	twin-match	 | int WSAEventSelect(SOCKET, WSAEVENT, long)
WSAGetLastError	include/Winsock2.h	ms898737	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms898741.html	ms898741	twin-match	 | int WSAGetLastError()
WSAGetOverlappedResult	include/Winsock2.h	ms898737	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms898742.html	ms898742	twin-match	 | BOOL WSAGetOverlappedResult(SOCKET, LPWSAOVERLAPPED, LPDWORD, BOOL, LPDWORD)
WSAJoinLeaf	include/Winsock2.h	ms898745	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms898746.html	ms898746	twin-match	 | SOCKET WSAJoinLeaf(SOCKET, const struct sockaddr FAR*, int, LPWSABUF, LPWSABUF, LPQOS, LPQOS, DWORD)
WSANtohl	include/Winsock2.h	ms898752	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms898756.html	ms898756	twin-match	 | int WSANtohl(SOCKET, u_long, u_long*)
WSANtohs	include/Winsock2.h	ms898752	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms898757.html	ms898757	twin-match	 | int WSANtohs(SOCKET, u_short, u_short*)
WSARecv	include/Winsock2.h	ms898752	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms898763.html	ms898763	twin-match	 | int WSARecv(SOCKET, LPWSABUF, DWORD, LPDWORD, LPDWORD, LPWSAOVERLAPPED, LPWSAOVERLAPPED_COMPLETION_ROUTINE)
WSASetService	include/Winsock2.h	ms898772	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms863409.html	ms863409	twin-match	 | INT WSASetService(LPWSAQUERYSET, WSAESETSERVICEOP, DWORD)
WSASocket	include/Winsock2.h	ms898772	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms911776.html	ms911776	twin-match	 | SOCKET WSASocket(int, int, int, LPWSAPROTOCOL_INFO, GROUP, DWORD)
WSAStartup	include/Winsock2.h	ms898772	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms911778.html	ms911778	twin-match	 | int WSAStartup(WORD, LPWSADATA)
WSAStringToAddress	include/Winsock2.h	ms898772	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms898775.html	ms898775	twin-match	 | INT WSAStringToAddress(LPTSTR, INT, LPWSAPROTOCOL_INFO, LPSOCKADDR, LPINT)
WSPStringToAddress	include/Ws2spi.h	ms898913	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms898915(v=msdn.10).html	ms898915	twin-match	 | int WSPStringToAddress(LPWSTR, INT, LPWSAPROTOCOL_INFOW, LPSOCKADDR, LPINT, LPINT)
WaitCommEvent	include/Winbase.h	aa450985	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488449.html	ee488449	twin-match	 | BOOL WaitCommEvent(HANDLE, LPDWORD, LPOVERLAPPED)
WaitForSingleObject	include/Winbase.h	aa450988	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488762.html	ee488762	twin-match	 | DWORD WaitForSingleObject(HANDLE, DWORD)
WriteClassStg	include/Oleauto.h	ms897190	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee489160.html	ee489160	twin-diff	ret: hdr='HRESULT' twin='WINOLEAPI' | WINOLEAPI WriteClassStg(IStorage*, REFCLSID)
WriteClassStm	include/Oleauto.h	ms897191	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee488996.html	ee488996	twin-diff	ret: hdr='HRESULT' twin='WINOLEAPI' | WINOLEAPI WriteClassStm(IStream*, REFCLSID)
WriteFile	include/Winbase.h	ms892380	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee490774.html	ee490774	twin-match	 | BOOL WriteFile(HANDLE, LPCVOID, DWORD, LPDWORD, LPOVERLAPPED)
WriteHitLogging	include/Urlmon.h	ms918878	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms929063.html	ms929063	twin-diff	ret: hdr='BOOL WINAPI' twin='BOOL' | BOOL WriteHitLogging(LPHIT_LOGGING_INFO)
ber_bvdup	include/Winber.h	ms863718	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms863725.html	ms863725	twin-match	 | BERVAL* ber_bvdup(BERVAL*)
ber_bvecfree	include/Winber.h	ms863725	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms863730.html	ms863730	twin-match	 | void ber_bvecfree(BERVAL**)
ber_bvfree	include/Winber.h	ms863730	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms863737.html	ms863737	twin-match	 | void ber_bvfree(BERVAL*)
ber_first_element	include/Winber.h	ms863737	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms863754.html	ms863754	twin-match	 | ULONG ber_first_element(BerElement*, ULONG*, CHAR**)
ber_flatten	include/Winber.h	ms863754	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms863761.html	ms863761	twin-match	 | INT ber_flatten(BerElement*, BERVAL**)
ber_free	include/Winber.h	ms863761	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms863769.html	ms863769	twin-match	 | void ber_free(BerElement*, INT)
ber_init	include/Winber.h	ms863769	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms863775.html	ms863775	twin-match	 | BerElement* ber_init(BERVAL*)
ber_next_element	include/Winber.h	ms863775	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms863786.html	ms863786	twin-match	 | ULONG ber_next_element(BerElement*, ULONG*, CHAR*)
ber_peek_tag	include/Winber.h	ms863786	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms863791.html	ms863791	twin-match	 | ULONG ber_peek_tag(BerElement*, ULONG*)
ber_printf	include/Winber.h	ms863791	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms863798.html	ms863798	twin-match	 | INT ber_printf(BerElement*, LPTSTR)
ber_scanf	include/Winber.h	ms863798	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms863810.html	ms863810	twin-match	 | INT ber_scanf(BerElement*, LPTSTR)
ber_skip_tag	include/Winber.h	ms863810	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms863817.html	ms863817	twin-match	 | ULONG ber_skip_tag(BerElement*, ULONG*)
bind	include/Winsock2.h	aa450276	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/aa450300.html	aa450300	twin-match	 | int bind(SOCKET, const struct sockaddr FAR*, int)
connect	include/Winsock2.h	ms887908	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms887909.html	ms887909	twin-match	 | int connect(SOCKET, const struct sockaddr FAR*, int)
gethostname	include/Winsock2.h	ms887908	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/aa450405.html	aa450405	twin-diff	ret: hdr='struct hostent *gethostbyaddr(const char *addr, int len, int type) AKARI_CE_NAME(gethostbyaddr); AKARI_CE_IMPORT struct hostent *gethostbyname(const char *name) AKARI_CE_NAME(gethostbyname); AKARI_CE_IMPORT int' twin='int' | int gethostname(char FAR*, int)
getpeername	include/Winsock2.h	ms887908	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/aa450419.html	aa450419	twin-match	 | int getpeername(SOCKET, struct sockaddr FAR*, int FAR*)
getsockname	include/Winsock2.h	ms887908	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms890233.html	ms890233	twin-match	 | int getsockname(SOCKET, struct sockaddr FAR*, int FAR*)
