name	hdr	cited-pid	twin-path	twin-pid	status	print
lineRedirect	include/Tapi.h	ms894423	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894435.html	ms894435	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineRedirect(HCALL, LPCSTR, DWORD)
lineReleaseUserUserInfo	include/Tapi.h	ms894466	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894438.html	ms894438	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineReleaseUserUserInfo(HCALL)
lineRemoveFromConference	include/Tapi.h	ms893390	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894452.html	ms894452	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineRemoveFromConference(HCALL)
lineSendUserUserInfo	include/Tapi.h	ms894156	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894466.html	ms894466	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineSendUserUserInfo(HCALL, LPCSTR, DWORD)
lineSetAppPriority	include/Tapi.h	ms894161	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894470.html	ms894470	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineSetAppPriority(LPCSTR, DWORD, LPLINEEXTENSIONID, DWORD, LPCSTR, DWORD)
lineSetCallParams	include/Tapi.h	ms894164	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894473.html	ms894473	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineSetCallParams(HCALL, DWORD, DWORD, DWORD, LPLINEDIALPARAMS const)
lineSetCallPrivilege	include/Tapi.h	ms894473	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms928041.html	ms928041	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineSetCallPrivilege(HCALL, DWORD)
lineSetCurrentLocation	include/Tapi.h	ms894338	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms928042.html	ms928042	twin-match	 | LONG lineSetCurrentLocation(HLINEAPP, DWORD)
lineSetDevConfig	include/Tapi.h	ms894177	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms928043.html	ms928043	twin-match	 | LONG lineSetDevConfig(DWORD, LPVOID const, DWORD, LPCTSTR)
lineSetMediaMode	include/Tapi.h	ms894475	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894491.html	ms894491	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineSetMediaMode(HCALL, DWORD)
lineSetNumRings	include/Tapi.h	ms894350	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894494.html	ms894494	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineSetNumRings(HLINE, DWORD, DWORD)
lineSetStatusMessages	include/Tapi.h	ms894356	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms928046.html	ms928046	twin-match	 | LONG lineSetStatusMessages(HLINE, DWORD, DWORD)
lineSetTerminal	include/Tapi.h	ms894491	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894505.html	ms894505	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineSetTerminal(HLINE, DWORD, HCALL, DWORD, DWORD, DWORD, DWORD)
lineSetTollList	include/Tapi.h	ms894543	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894509.html	ms894509	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineSetTollList(HLINEAPP, DWORD, LPCWSTR, DWORD)
lineSetupConference	include/Tapi.h	ms894452	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894512.html	ms894512	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineSetupConference(HCALL, HLINE, LPHCALL, LPHCALL, DWORD, LPLINECALLPARAMS const)
lineSetupTransfer	include/Tapi.h	ms894429	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894514.html	ms894514	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineSetupTransfer(HCALL, LPHCALL, LPLINECALLPARAMS const)
lineShutdown	include/Tapi.h	ms894370	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms928052.html	ms928052	twin-match	 | LONG lineShutdown(HLINEAPP)
lineSwapHold	include/Tapi.h	ms894557	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894522.html	ms894522	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineSwapHold(HCALL, HCALL)
lineTranslateAddress	include/Tapi.h	ms894361	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms938808.html	ms938808	twin-match	 | LONG lineTranslateAddress(HLINEAPP, DWORD, DWORD, LPCWSTR, DWORD, DWORD, LPLINETRANSLATEOUTPUT)
lineTranslateDialog	include/Tapi.h	ms894539	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms939041.html	ms939041	twin-match	 | LONG lineTranslateDialog(HLINEAPP, DWORD, DWORD, HWND, LPCWSTR)
lineUnhold	include/Tapi.h	ms894368	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms894557.html	ms894557	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI lineUnhold(HCALL)
mixerClose	include/Mmsystem.h	ms932037	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee487381.html	ee487381	twin-match	 | MMRESULT mixerClose(HMIXER)
mixerGetControlDetails	include/Mmsystem.h	ms932044	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee487387.html	ee487387	twin-match	 | MMRESULT mixerGetControlDetails(HMIXEROBJ, LPMIXERCONTROLDETAILS, DWORD)
mixerGetID	include/Mmsystem.h	ms932046	/home/user/wince-docs-corpus/docs/mslearn/windows-embedded-ce-6.0/ee487524.html	ee487524	twin-match	 | MMRESULT mixerGetID(HMIXEROBJ, UINT*, DWORD)
mixerMessage	include/Mmsystem.h	ms932049	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms932052.html	ms932052	twin-diff	ret: hdr='UINT mixerGetNumDevs(void); /* ms932052 "mixerMessage" (DWORD return as printed). */ AKARI_CE_IMPORT DWORD' twin='DWORD' | DWORD mixerMessage(HMIXER, UINT, DWORD, DWORD)
mouse_event	include/Winuser.h	aa453139	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms931453(v=msdn.10).html	ms931453	twin-match	 | VOID mouse_event(DWORD, DWORD, DWORD, DWORD, DWORD)
phoneClose	include/Tapi.h	ms895944	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms895912.html	ms895912	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneClose(HPHONE)
phoneConfigDialog	include/Tapi.h	ms895929	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms895915.html	ms895915	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneConfigDialog(DWORD, HWND, LPCSTR)
phoneDevSpecific	include/Tapi.h	ms895915	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms895918.html	ms895918	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneDevSpecific(HPHONE, LPVOID, DWORD)
phoneGetDevCaps	include/Tapi.h	ms895930	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms895925.html	ms895925	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneGetDevCaps(HPHONEAPP, DWORD, DWORD, DWORD, LPPHONECAPS)
phoneGetGain	include/Tapi.h	ms895932	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms895926.html	ms895926	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneGetGain(HPHONE, DWORD, LPDWORD)
phoneGetHookSwitch	include/Tapi.h	ms896201	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms895927.html	ms895927	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneGetHookSwitch(HPHONE, LPDWORD)
phoneGetID	include/Tapi.h	ms895928	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms895929.html	ms895929	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneGetID(HPHONE, LPVARSTRING, LPCWSTR)
phoneGetIcon	include/Tapi.h	ms896197	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms895928.html	ms895928	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneGetIcon(DWORD, LPCWSTR, LPHICON)
phoneGetMessage	include/Tapi.h	ms895943	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms895930.html	ms895930	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneGetMessage(HPHONEAPP, LPPHONEMESSAGE, DWORD)
phoneGetRing	include/Tapi.h	ms896185	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms895931.html	ms895931	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneGetRing(HPHONE, LPDWORD, LPDWORD)
phoneGetStatus	include/Tapi.h	ms895925	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-net-4x/ms928236.html	ms928236	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneGetStatus(HPHONE, LPPHONESTATUS)
phoneGetStatusMessages	include/Tapi.h	ms896190	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms895933.html	ms895933	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneGetStatusMessages(HPHONE, LPDWORD, LPDWORD, LPDWORD)
phoneGetVolume	include/Tapi.h	ms896179	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms895934.html	ms895934	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneGetVolume(HPHONE, DWORD, LPDWORD)
phoneNegotiateAPIVersion	include/Tapi.h	ms895912	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms895942.html	ms895942	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneNegotiateAPIVersion(HPHONEAPP, DWORD, DWORD, DWORD, LPDWORD, LPPHONEEXTENSIONID)
phoneNegotiateExtVersion	include/Tapi.h	ms895942	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms895943.html	ms895943	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneNegotiateExtVersion(HPHONEAPP, DWORD, DWORD, DWORD, DWORD, LPDWORD)
phoneOpen	include/Tapi.h	ms896208	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms895944.html	ms895944	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneOpen(HPHONEAPP, DWORD, LPHPHONE, DWORD, DWORD, DWORD_PTR, DWORD)
phoneSetGain	include/Tapi.h	ms895926	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms896179.html	ms896179	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneSetGain(HPHONE, DWORD, DWORD)
phoneSetHookSwitch	include/Tapi.h	ms895927	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms896185.html	ms896185	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneSetHookSwitch(HPHONE, DWORD, DWORD)
phoneSetRing	include/Tapi.h	ms895931	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms896190.html	ms896190	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneSetRing(HPHONE, DWORD, DWORD)
phoneSetStatusMessages	include/Tapi.h	ms895933	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms896197.html	ms896197	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneSetStatusMessages(HPHONE, DWORD, DWORD, DWORD)
phoneSetVolume	include/Tapi.h	ms895934	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms896201.html	ms896201	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneSetVolume(HPHONE, DWORD, DWORD)
phoneShutdown	include/Tapi.h	ms895937	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/ms896208.html	ms896208	twin-diff	ret: hdr='LONG' twin='LONG WINAPI' | LONG WINAPI phoneShutdown(HPHONEAPP)
waveInGetPosition	include/Mmsystem.h	aa452427	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/aa452428.html	aa452428	twin-diff	ret: hdr='UINT waveInGetNumDevs(void); /* aa452428 "waveInGetPosition". */ AKARI_CE_IMPORT MMRESULT' twin='MMRESULT' | MMRESULT waveInGetPosition(HWAVEIN, LPMMTIME, UINT)
waveOutGetPitch	include/Mmsystem.h	aa452448	/home/user/wince-docs-corpus/docs/mslearn/windows-ce-5.0/aa452449.html	aa452449	twin-diff	ret: hdr='UINT waveOutGetNumDevs(void); /* aa452449 "waveOutGetPitch". */ AKARI_CE_IMPORT MMRESULT' twin='MMRESULT' | MMRESULT waveOutGetPitch(HWAVEOUT, LPDWORD)
wsprintfW	include/Winbase.h	aa450993			no-twin-page	
wvsprintfW	include/Winbase.h	aa450994			no-twin-page	
