id	title	kind	namespace	assembly	platforms	cf_supported
bb293154	AttachmentIdType Constructor  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb297936	MailBindingBase Members (Microsoft.ServiceModel.Channels.Mail)					-
bb297952	UnsubscribeType.SubscriptionId Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb297964	BaseRequestType Members (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)					-
bb297983	BaseFolderType.ParentFolderId Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb297991	CreateAttachmentType.ParentItemId Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298004	FieldOrderType.Item Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298068	BodyType.Value Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298122	GetFolderType Constructor  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298163	BodyType Constructor  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298175	NotificationType.MoreEvents Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298260	MessageType.From Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298265	CreateAttachmentResponseType Class (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298306	FindFolderResponseType Class (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298316	MailTransportBindingElementBase.CanBuildChannelFactory(TChannel) Method  (Microsoft.ServiceModel.Channels.Mail)		Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298327	FindItemParentType.TotalItemsInViewSpecified Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298354	BaseObjectChangedEventType Members (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)					-
bb298406	MailTransport.MaxTotalMessageCacheSize Property  (Microsoft.ServiceModel.Channels.Mail)		Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298424	ItemType.SensitivitySpecified Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298430	FolderType Members (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)					-
bb298492	FractionalPageViewType Members (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)					-
bb298547	FolderResponseShapeType Constructor  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298560	ExchangeWebServiceMailBinding Class (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298575	MailBindingBase Constructor  (Microsoft.ServiceModel.Channels.Mail)		Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298619	SerializedSecurityContextType.PrimarySmtpAddress Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298731	ExchangeWebServiceMailBinding Constructor (Uri, ICredentials) (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298762	CreateAttachmentResponseType Members (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)					-
bb298821	MessageType.IsReadReceiptRequested Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb298986	FixedPoint.IConvertible.ToUInt64 Method  (Microsoft.WindowsMobile.DirectX.Direct3D)		Microsoft.WindowsMobile.DirectX.Direct3D	Microsoft.WindowsMobile.DirectX	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5,2.0
bb298993	MimeContentType Constructor  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb299289	WindowsMobileMailTransportBindingElement.Clone Method  (Microsoft.ServiceModel.Channels.Mail.WindowsMobile)		Microsoft.ServiceModel.Channels.Mail.WindowsMobile	Microsoft.ServiceModel.Channels.Mail.WindowsMobile	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb299320	TwoOperandExpressionType.FieldURIOrConstant Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb299416	ExchangeImpersonationType Class (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb299420	ExchangeWebServiceMailTransportBindingElement Constructor  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb299492	ExchangeWebServiceMailTransport Class (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb299515	ContainsExpressionType Members (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)					-
bb299553	MimeContentType Class (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb299635	FindFolderParentType.Folders Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb299652	SidAndAttributesType Members (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)					-
bb299824	ExchangeServiceBinding.EndSubscribe Method  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300105	ResponseCodeType Enumeration (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300211	ExchangeServiceBinding.MailboxCulture Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300220	FindItemType.SortOrder Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300255	MailTransportBindingElementBase.BuildChannelListener(TChannel) Method  (Microsoft.ServiceModel.Channels.Mail)		Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300449	GetFolderType Class (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300459	ModifiedEventType Class (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300469	SendNotificationResponseMessageType Constructor  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300472	FindItemType.Item Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300486	ExchangeServiceBinding.ExchangeImpersonation Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300527	FindFolderType.Item Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300552	ServerVersionInfo.MinorBuildNumberSpecified Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300594	UnindexedFieldURIType Enumeration (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300612	MessageType Constructor  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300615	SubscribeType Class (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300617	PathToExceptionFieldType Class (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300625	FractionalPageViewType.Numerator Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300628	GetEventsResponseMessageType Class (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300644	OrType Members (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)					-
bb300671	ItemType.IsFromMeSpecified Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300686	DistinguishedPropertySetType Enumeration (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300744	MessageType.Sender Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300760	SendItemType.SavedItemFolderId Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300789	GetFolderType.FolderShape Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300884	SendItemResponseType Class (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300895	BaseFolderType.ChildFolderCount Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300902	ItemType.IsSubmittedSpecified Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300930	SerializedSecurityContextType.UserSid Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb300948	BaseRequestType Constructor  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb301051	ServerVersionInfo.MinorVersion Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb301081	MailTransportBindingElementBase Constructor (MailTransportBindingElementBase) (Microsoft.ServiceModel.Channels.Mail)		Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb301091	WinCEPlatform Enumeration (Microsoft.WindowsCE.Forms)		Microsoft.WindowsCE.Forms	Microsoft.WindowsCE.Forms	that are based on Windows Embedded CE, other than Windows Mobile for Pocket PC or Windows Mobile for Smartphone. PocketPC Windows Mobile for Pocket PC. Smartpho	3.5
bb301093	MailBindingBase.TimeToLive Property  (Microsoft.ServiceModel.Channels.Mail)		Microsoft.ServiceModel.Channels.Mail	Microsoft.ServiceModel.Channels.Mail	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb301183	BodyTypeResponseType Enumeration (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb301260	PathToExtendedFieldType.DistinguishedPropertySetId Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb301273	GetFolderType.FolderIds Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb301382	BaseSubscriptionRequestType.EventTypes Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb301432	DeleteItemResponseType Members (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)					-
bb301433	EmailAddressType.Name Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb301478	FindItemType.Restriction Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb301570	BaseFolderType.DisplayName Property  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
bb301575	AttachmentResponseShapeType Constructor  (Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007)		Microsoft.ServiceModel.Channels.Mail.ExchangeWebService.Exchange2007	Microsoft.ServiceModel.Channels.Mail.ExchangeWebService	Windows CE, Windows Mobile for Smartphone, Windows Mobile for Pocket PC The .NET Framework and .NET Compact Framework do not support all versions of every platf	3.5
