name	min_ce	versions	header	lib	in_include
EnumFontFamProc	1.0	1.0 and later	Wingdi.h		1
EnumFonts	1.0	1.0 and later	Wingdi.h	Mgrast2.lib	1
EnumFontsProc	1.0	1.0 and later	Wingdi.h		1
EnumLocalesProc	1.0	1.0 and later			1
ENUMLOGFONT	1.0	1.0 and later	Wingdi.h		1
EnumModesCallback	2.12	2.12 or later. Version 2.12 requires DXPAK 1.0 or later.		user-defined	1
EnumModesCallback2	2.12	2.12 or later. Version 2.12 requires DXPAK 1.0 or later.		user-defined	1
EnumPnpIds	1.0	1.0 and later			1
EnumRegisterWordProc	2.1	2.1 and later	Imm.h		1
EnumSurfacesCallback	2.12	2.12 or later. Version 2.12 requires DXPAK 1.0 or later.		user-defined	1
EnumSurfacesCallback2	2.12	2.12 or later. Version 2.12 requires DXPAK 1.0 or later.		user-defined	1
EnumSystemCodePages	1.0	1.0 and later	Winnls.h	Coreloc.lib	1
EnumTimeFormats	1.0	1.0 and later	Winnls.h	Coreloc.lib	1
EnumTimeFormatsProc	1.0	1.0 and later			1
EnumVideoCallback	2.12	2.12 or later. Version 2.12 requires DXPAK 1.0 or later.		user-defined	1
EnumWindows	1.0	1.0 and later	Winuser.h		1
EnumWindowsProc	1.0	1.0 and later	Winuser.h		1
EqualRect	1.0	1.0 and later	Winuser.h	Rectapi.lib	1
EqualRgn	1.0	1.0 and later	Wingdi.h	Mgdi_c.lib, Mgrgn.lib	1
ErrorAnalysis	1.0	1.0 and later	Calibrat.c		1
ERRORMSG	2.10	2.10 and later	Dbgapi.h		1
EscapeCommFunction	2.10	2.10 and later	Winbase.h	Serdev.lib	1
ETH_COPY_NETWORK_ADDRESS	2.0	2.0 and later	Efilter.h		1
EthChangeFilterAddresses	2.0	2.0 and later	Ndis.h	Ndislib.lib	0
EthChangeFilterAddresses	2.0	2.0 and later	Ndis.h		0
EthCreateFilter	2.0	2.0 and later	Ndis.h	Ndislib.lib	0
EthCreateFilter	2.0	2.0 and later	Ndis.h		0
EthDeleteFilter	2.0	2.0 and later	Ndis.h	Ndislib.lib	0
EthDeleteFilter	2.0	2.0 and later	Ndis.h		0
EthDeleteFilterOpenAdapter	2.0	2.0 and later	Ndis.h	Ndislib.lib	0
EthDeleteFilterOpenAdapter	2.0	2.0 and later	Ndis.h		0
EthFilterAdjust	2.0	2.0 and later	Ndis.h	Ndislib.lib	0
EthFilterAdjust	2.0	2.0 and later	Ndis.h		0
EthFilterIndicateReceive	2.0	2.0 and later	Ndis.h	Ndislib.lib	0
EthFilterIndicateReceive	2.0	2.0 and later	Ndis.h		0
EthFilterIndicateReceiveComplete	2.0	2.0 and later	Ndis.h	Ndislib.lib	0
EthFilterIndicateReceiveComplete	2.0	2.0 and later	Ndis.h		0
EthNoteFilterOpenAdapter	2.0	2.0 and later	Ndis.h	Ndislib.lib	0
EthNoteFilterOpenAdapter	2.0	2.0 and later	Ndis.h		0
EthNumberOfOpenFilterAddresses	2.0	2.0 and later	Ndis.h	Ndislib.lib	0
EthNumberOfOpenFilterAddresses	2.0	2.0 and later	Ndis.h		0
EthQueryGlobalFilterAddresses	2.0	2.0 and later	Ndis.h	Ndislib.lib	0
EthQueryGlobalFilterAddresses	2.0	2.0 and later	Ndis.h		0
EthQueryOpenFilterAddresses	2.0	2.0 and later	Ndis.h	Ndislib.lib	0
EthQueryOpenFilterAddresses	2.0	2.0 and later	Ndis.h		0
EthShouldAddressLoopBack	2.0	2.0 and later	Ndis.h	Ndislib.lib	0
EthShouldAddressLoopBack	2.0	2.0 and later	Ndis.h		0
EXCEPINFO	2.0	2.0 and later	Oaidl.h		1
EXCEPTION_DEBUG_INFO	2.0	2.0 and later	Winbase.h		1
EXCEPTION_POINTERS	1.0	1.0 and later	Excpt.h		1
EXCEPTION_RECORD	1.0	1.0 and later	Winnt.h		1
ExcludeClipRect	1.0	1.0 and later	Wingdi.h	Mgrgn.lib	1
EXIT_PROCESS_DEBUG_INFO	2.0	2.0 and later	Winbase.h		1
EXIT_THREAD_DEBUG_INFO	2.0	2.0 and later	Winbase.h		1
ExitProcess	2.0	2.0 and later	mkfuncs.h	Coredll.lib,	1
ExitThread	1.0	1.0 and later		Coremain.lib	1
EXTENSION_CONTROL_BLOCK	3.0	3.0 and later	httpext.h		1
ExtensionPropSheetPageProc	1.0	1.0 and later			1
ExtEscape	2.10	2.10 and later	Wingdi.h	Mgdc.lib	1
ExtEscape	2.10	2.10 and later			1
ExtractIconEx	1.0	1.0 and later	Shellapi.h		1
ExtTextOut	1.0	1.0 and later	Wingdi.h	Mgrast.lib Mgtt.lib	1
FATUIDATA	2.10	2.10 and later	Fatui.h		0
FATUIEvent	2.10	2.10 and later	Fatui.h		0
FILECHANGEINFO	2.10	2.10 and later	Extfile.h		1
FILETIME	1.0	1.0 and later	Winbase.h		1
FileTimeToLocalFileTime	1.0	1.0 and later	Winbase.h		1
FileTimeToSystemTime	1.0	1.0 and later	Winbase.h		1
FillRect	1.0	1.0 and later	Wingdi.h	Mgdraw.lib	1
FillRgn	2.0	2.0 and later	Wingdi.h	Mgdraw.lib	1
FindClose	1.0	1.0 and later	Winbase.h	Coredll.lib	1
FindCloseUrlCache	2.12	2.12 and later	Wininet.h	Wininet.lib	1
FINDEX_INFO_LEVELS	3.0	3.0 and later	Winbase.h		1
FINDEX_SEARCH_OPS	3.0	3.0 and later	Winbase.h		1
FindFirstFile	1.0	1.0 and later	Winbase.h	Coredll.lib, Fsmain.lib	1
FindFirstFileEx	3.0	3.0 and later	Winbase.h	Fsmain.lib	1
FindInterface	2.10	2.10 and later			0
FindNextFile	1.0	1.0 and later	Winbase.h	Coredll.lib, Fsmain.lib	1
FindNextUrlCacheEntry	2.12	2.12 and later	Wininet.h	Wininet.lib	1
FindNextUrlCacheEntryEx	2.12	2.12 and later	Wininet.h	Wininet.lib	1
FindResource	1.0	1.0 and later	Winbase.h	Coredll.lib, Nk.lib	1
FindWindow	1.0	1.0 and later	Winuser.h		1
FIXED_INFO	3.0	3.0 and later	Iptypes.h		1
FlushFileBuffers	1.0	1.0 and later	Winbase.h	Coredll.lib, Fsmain.lib	1
FlushInstructionCache	2.0	2.0 and later	Winbase.h	Coredll.lib	1
FlushIpNetTable	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
FlushViewOfFile	1.01	1.01 and later	Winbase.h	Coredll.lib, Nk.lib	1
FoldString	1.0	1.0 and later	Winnls.h	Coreloc.lib	1
FONTSIGNATURE	2.10	2.10 and later	Wingdi.h		1
ForcePageout	2.10	2.10 and later	Pkfuncs.h		0
FORMATETC	2.0	2.0 and later	Objidl.h		1
FormatMessage	1.0	1.0 and later	Winbase.h	Fmtmsg.lib	1
FORWARD_WM_NOTIFY	1.0	1.0 and later	Commctrl.h		1
FreeContextBuffer	2.12	2.12 and later	Sspi.h	Schannel.lib	1
FreeCredentialsHandle	2.12	2.12 and later	Sspi.h	Schannel.lib	1
FreeLibrary	1.0	1.0 and later	Winbase.h	Coredll.lib, Nk.lib	1
FSD_BUFFER_INFO	2.10	2.10 and later	Fsdmgr.h		0
FSD_DISK_INFO	2.10	2.10 and later	Fsdmgr.h		0
FSD_MountDisk	2.10	2.10 and later	Fsdmgr.h		1
FSD_SCATTER_GATHER_INFO	2.10	2.10 and later	Fsdmgr.h		1
FSD_SCATTER_GATHER_RESULTS	2.10	2.10 and later	Fsdmgr.h		1
FSD_UnmountDisk	2.10	2.10 and later	Fsdmgr.h		1
FSDMGR_CreateFileHandle	2.10	2.10 and later	Fsdmgr.h	Fsdmgr.lib	1
FSDMGR_CreateSearchHandle	2.10	2.10 and later	Fsdmgr.h	Fsdmgr.lib	1
FSDMGR_DeregisterVolume	2.10	2.10 and later	Fsdmgr.h	Fsdmgr.lib	1
FSDMGR_GetDiskInfo	2.10	2.10 and later	Fsdmgr.h	Fsdmgr.lib	1
FSDMGR_GetVolumeName	2.10	2.10 and later	Fsdmgr.h	Fsdmgr.lib	1
FSDMGR_ReadDisk	2.10	2.10 and later	Fsdmgr.h	Fsdmgr.lib	1
FSDMGR_ReadDiskEx	2.10	2.10 and later	Fsdmgr.h	Fsdmgr.lib	1
FSDMGR_RegisterVolume	2.10	2.10 and later	Fsdmgr.h	Fsdmgr.lib	1
FSDMGR_WriteDisk	2.10	2.10 and later	Fsdmgr.h	Fsdmgr.lib	1
FSDMGR_WriteDiskEx	2.10	2.10 and later	Fsdmgr.h	Fsdmgr.lib	1
FtpCommand	2.12	2.12 and later	Wininet.h	Wininet.lib	1
FtpCreateDirectory	2.0	2.0 and later	Wininet.h	Wininet.lib	1
FtpDeleteFile	2.0	2.0 and later	Wininet.h	Wininet.lib	1
FtpFindFirstFile	2.0	2.0 and later	Wininet.h	Wininet.lib	1
FtpGetCurrentDirectory	2.0	2.0 and later	Wininet.h	Wininet.lib	1
FtpGetFile	2.0	2.0 and later	Wininet.h	Wininet.lib	1
FtpOpenFile	2.0	2.0 and later	Wininet.h	Wininet.lib	1
FtpPutFile	2.0	2.0 and later	Wininet.h	Wininet.lib	1
FtpRemoveDirectory	2.0	2.0 and later	Wininet.h	Wininet.lib	1
FtpRenameFile	2.0	2.0 and later	Wininet.h	Wininet.lib	1
FtpSetCurrentDirectory	2.0	2.0 and later	Wininet.h	Wininet.lib	1
FUNCDESC	2.0	2.0 and later	Oaidl.h		1
FUNCKIND	2.0	2.0 and later	Oaidl.h		1
fUseIterations	3.0	3.0 and later			0
g_fShellAPI	2.10	2.10 and later	Notifext.cxx		0
GET_FILEEX_INFO_LEVELS	3.0	3.0 and later	Winbase.h		1
GetACP	1.01	1.01 and later	Winnls.h	Coreloc.lib	1
GetActiveWindow	1.0	1.0 and later	Winuser.h	Caret.lib, Foregnd.lib	1
GetAdapterIndex	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetAdaptersInfo	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetAsyncKeyState	1.0	1.0 and later	Winuser.h	Kbdui.lib	1
GetBestInterface	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetBestRoute	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetBkColor	1.0	1.0 and later	Wingdi.h	Mgbase.lib	1
GetBkMode	1.0	1.0 and later	Wingdi.h	Mgbase.lib	1
GetBValue	1.0	1.0 and later	Wingdi.h		1
GetCapture	1.0	1.0 and later	Winuser.h	Foregnd.lib	1
GetCaretBlinkTime	1.0	1.0 and later	Winuser.h	Caret.lib	1
GetCaretPos	1.0	1.0 and later	Winuser.h	Caret.lib	1
GetClassFile	2.10	2.10 and later	Objbase.h		1
GetClassInfo	1.0	1.0 and later	Winuser.h		1
GetClassLong	1.0	1.0 and later	Winuser.h		1
GetClassName	1.0	1.0 and later	Winuser.h		1
GetClientRect	1.0	1.0 and later	Winuser.h		1
GetClipboardData	1.0	1.0 and later	Winuser.h	Clipbd.lib	1
GetClipboardDataAlloc	1.0	1.0 and later	Winuser.h	Clipbd.lib	1
GetClipboardFormatName	1.0	1.0 and later	Winuser.h	Clipbd.lib	1
GetClipboardOwner	1.0	1.0 and later	Winuser.h	Clipbd.lib	1
GetClipBox	1.0	1.0 and later	Wingdi.h	Mgrgn.lib	1
GetClipCursor	1.0	1.0 and later	Winuser.h	Cursor.lib, Mcursor.lib	1
GetClipRgn	1.0	1.0 and later	Wingdi.h	Mgrgn.lib	1
GetCommandLine	3.0	3.0 and later	Winbase.h	Nk.lib	1
GetCommMask	1.0	1.0 and later	Wininet.h	Serdev.lib	1
GetCommModemStatus	1.0	1.0 and later	Winbase.h	Serdev.lib	1
GetCommProperties	1.0	1.0 and later	Winbase.h	Serdev.lib	1
GetCommState	1.0	1.0 and later	Winbase.h	Serdev.lib	1
GetCommTimeouts	1.0	1.0 and later	Winbase.h	Serdev.lib	1
GetCPInfo	1.01	1.01 and later	Winnls.h	Coreloc.lib	1
GetCurrencyFormat	1.0	1.0 and later	Winnls.h	Coreloc.lib	1
GetCurrentObject	1.0	1.0 and later	Wingdi.h	Mgbase.lib	1
GetCurrentPermissions	2.10	2.10 and later	Pkfuncs.h		0
GetCurrentProcess	1.0	1.0 and later	Kfuncs.h	Nk.lib	1
GetCurrentProcessId	1.0	1.0 and later	Kfuncs.h	Nk.lib	1
GetCurrentThread	1.0	1.0 and later	Kfuncs.h	Nk.lib	1
GetCurrentThreadId	1.0	1.0 and later	Kfuncs.h	Nk.lib	1
GetCursor	1.0	1.0 and later	Winuser.h	Cursor.lib, Mcursor.lib	1
GetCursorPos	1.0	1.0 and later	Winuser.h	Cursor.lib, Mcursor.lib	1
GetDateFormat	1.0	1.0 and later	Winnls.h	Coreloc.lib	1
GetDC	1.0	1.0 and later	Winuser.h	Coredll.lib, Winmgr.lib	1
GetDCEx	2.10	2.10 and later	Winuser.h	Coredll.lib, Winmgr.lib	1
GetDescriptor	2.10	2.10 and later			0
GetDeviceCaps	1.0	1.0 and later	Wingdi.h	Mgbase.lib	1
GetDeviceInfo	2.10	2.10 and later			0
GetDialogBaseUnits	1.0	1.0 and later	Winuser.h	Dlgmgr.lib	1
GetDiskFreeSpaceEx	2.0	2.0 and later	Winbase.h	Coredll.lib, Fsmain.lib	1
GetDlgCtrlID	1.0	1.0 and later	Winuser.h	Dlgmgr.lib	1
GetDlgItem	1.0	1.0 and later	Winuser.h	Dlgmgr.lib	1
GetDlgItemInt	1.0	1.0 and later	Winuser.h	Dlgmgr.lib	1
GetDlgItemText	1.0	1.0 and later	Winuser.h	Dlgmgr.lib	1
GetDoubleClickTime	1.0	1.0 and later	Winuser.h	Wmbase.lib	1
GetDriverName	2.10	2.10 and later	Netui.h		0
GETDRIVERNAMEPARMS	2.10	2.10 and later	Netui.h		0
GetEPC	3.0	3.0 and later			0
GetErrorInfo	2.10	2.10 and later	Oleauto.h		1
GetExceptionCode	1.0	1.0 and later	Excpt.h		1
GetExceptionInformation	1.0	1.0 and later	Excpt.h		1
GetExitCodeProcess	2.0	2.0 and later	Winbase.h	Coredll.lib, Nk.lib	1
GetExitCodeThread	1.01	1.01 and later	Winbase.h	Coredll.lib, Nk.lib	1
GetExtensionVersion	3.0	3.0 and later	httpext.h		1
GetFileAttributes	1.0	1.0 and later	Winbase.h	Coredll.lib	1
GetFileAttributesEx	3.0	3.0 and later	Winbase.h		1
GetFileInformationByHandle	1.0	1.0 and later	Winbase.h	Coredll.lib	1
GetFileSize	1.0	1.0 and later	Winbase.h	Coredll.lib	1
GetFileTime	1.0	1.0 and later	Winbase.h		1
GetFileVersionInfo	3.0	3.0 and later	Winbase.h		1
GetFileVersionInfoSize	3.0	3.0 and later	Winbase.h		1
GetFocus	1.0	1.0 and later	Winuser.h	Caret.lib, Foregnd.lib	1
GetForegroundWindow	1.0	1.0 and later	Winuser.h		1
GetFrameLength	2.10	2.10 and later			0
GetFrameNumber	2.10	2.10 and later			0
GetFriendlyIfIndex	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetGValue	1.0	1.0 and later	Wingdi.h		1
GetHeader	3.0	3.0 and later	Httpfilt.h	Httpfilt.lib	1
GetHGlobalFromStream	2.0	2.0 and later	Ole2.h	Ole232.lib	1
gethostbyaddr	1.0	1.0 and later	Winsock.h		1
gethostbyname	1.0	1.0 and later	Winsock.h		1
gethostname	1.0	1.0 and later	Winsock.h		1
GetIcmpStatistics	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetIdleTime	3.0	3.0 and later	Mkfuncs.h		1
GetIfEntry	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetIfTable	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetInterface	2.10	2.10 and later			1
GetInterfaceInfo	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetIPAddress	2.10	2.10 and later	Netui.h		0
GetIpAddrTable	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetIpForwardTable	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetIpNetTable	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetIpStatistics	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetIsochResults	2.10	2.10 and later			0
GetKeyboardLayout	1.0	1.0 and later	Winuser.h	Coreimm.lib	1
GetKeyboardLayoutName	2.10	2.10 and later	Winuser.h	Kbdui.lib	1
GetKeyboardStatus	1.0-jp	Japanese version 1.0 and later	Winuser.h	Kbdui.lib	1
GetKeyState	1.0	1.0 and later	Winuser.h	Kbdui.lib	1
GetLastError	1.0	1.0 and later	Winbase.h	Coredll.lib, Nk.lib	1
GetLocaleInfo	1.0	1.0 and later	Winnls.h	Coreloc.lib	1
GetLocalTime	1.0	1.0 and later	Winbase.h		1
GetMenuItemInfo	1.0	1.0 and later	Winuser.h	Menu.lib	1
GetMessage	1.0	1.0 and later	Winuser.h	Msgque.lib	1
GetMessagePos	1.0	1.0 and later	Winuser.h	Msgque.lib	1
GetMessageSource	2.0	2.0 and later	Winuser.h	Msgque.lib	1
GetModuleFileName	2.0	2.0 and later	Winbase.h	Coredll.lib, Nk.lib	1
GetModuleHandle	2.10	2.10 and later	Winbase.h	Coredll.lib, Nk.lib	1
GetMonitorInfo	4.0	4.0 and later	Winuser.h	User32.lib	1
GetMouseMovePoints	2.0	2.0 and later	Winuser.h	Wmgr_c.lib, Uibase.lib	1
GetNearestColor	1.0	1.0 and later	Wingdi.h	Mgpal.lib	1
GetNearestPaletteIndex	2.0	2.0 and later	Wingdi.h	Mgpal.lib	1
GetNetString	2.10	2.10 and later	Netui.h		0
GetNetworkParams	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetNextDlgGroupItem	1.0	1.0 and later	Winuser.h	Dlgmgr.lib	1
GetNextDlgTabItem	1.0	1.0 and later	Winuser.h	Dlgmgr.lib	1
GetNumberFormat	1.0	1.0 and later	Winnls.h	Coreloc.lib	1
GetNumberOfInterfaces	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetObject	1.0	1.0 and later	Wingdi.h	Mgbase.lib	1
GetObjectType	1.0	1.0 and later	Wingdi.h	Mgbase.lib	1
GetOEMCP	1.01	1.01 and later	Winnls.h	Coreloc.lib	1
GetOpenClipboardWindow	1.0	1.0 and later	Winuser.h	Clipbd.lib	1
GetOpenFileName	1.0	1.0 and later	Commdlg.h	Fileopen.lib	1
GetOwnerProcess	2.10	2.10 and later	Pkfuncs.h		0
GetPaletteEntries	2.0	2.0 and later	Wingdi.h	Coredll.lib, Winmgr.lib	1
GetParent	1.0	1.0 and later	Winuser.h		1
GetPasswordActive	2.10	2.10 and later	Windbase.h		1
getpeername	1.0	1.0 and later	Winsock.h		1
GetPerAdapterInfo	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetPixel	1.0	1.0 and later	Wingdi.h	Mgdraw.lib	1
GetPrinterInfo	2.10	2.10 and later			1
GetPriorityClipboardFormat	1.0	1.0 and later	Winuser.h	Clipbd.lib	1
GetProcAddress	1.0	1.0 and later	Winbase.h	Coredll.lib	1
GetProcessHeap	1.0	1.0 and later	Winbase.h	Lmem.lib	1
GetRegionData	1.0	1.0 and later	Wingdi.h	Coredll.lib, Winmgr.lib	1
GetResourcePassword	2.10	2.10 and later	Netui.h		0
GetRgnBox	1.0	1.0 and later	Wingdi.h	Mgrgn.lib	1
GetRTTAndHopCount	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetRunningObjectTable	3.0	3.0 and later	Objbase.h	Ole232.lib	1
GetRValue	1.0	1.0 and later	Wingdi.h		1
GetSaveFileName	1.0	1.0 and later	Commdlg.h	Fileopen.lib	1
GetScrollInfo	1.0	1.0 and later	Winuser.h	Sbcmn.lib	1
GetSerialObject	1.0	1.0 and later	Serhw.h		1
GetServerVariable	3.0	3.0 and later	httpext.h	Httpfilt.lib	1
getsockname	1.0	1.0 and later	Winsock.h		1
getsockopt	1.0	1.0 and later	Winsock.h		1
GetStatus	2.10	2.10 and later			1
GetStockObject	1.0	1.0 and later	Wingdi.h	Mgbase.lib	1
GetStoreInformation	1.0	1.0 and later	Winbase.h	Coredll.lib	1
GetStringType	1.0	1.0 and later	Winnls.h	Coreloc.lib, Locusa.lib	1
GetStringTypeEx	1.0	1.0 and later	Winnls.h	Coreloc.lib	1
GetSubMenu	1.0	1.0 and later	Winuser.h	Menu.lib	1
GetSysColor	1.0	1.0 and later	Winuser.h	Wmgr_c.lib	1
GetSysColorBrush	1.0	1.0 and later	Wingdi.h	Mgdraw.lib	1
GetSystemDefaultLangID	1.0	1.0 and later	Winnls.h	Coreloc.lib	1
GetSystemDefaultLCID	1.0	1.0 and later	Winnls.h	Coreloc.lib	1
GetSystemInfo	1.0	1.0 and later	Winbase.h	Coredll.lib, Nk.lib	1
GetSystemMemoryDivision	2.10	2.10 and later	Pwindbas.h		0
GetSystemMenu	1.0	1.0 and later	Winuser.h	Menu.lib	1
GetSystemMetrics	1.0	1.0 and later	Winuser.h	Wmbase.lib	1
GetSystemPaletteEntries	2.0	2.0 and later	Wingdi.h	Mgpal.lib	1
GetSystemPowerStatusEx	1.0	1.0 and later	Winbase.h	Getpower.lib	1
GetSystemPowerStatusEx2	2.12	2.12 and later	Winbase.h	Getpower.lib	1
GetSystemTime	1.0	1.0 and later	Winbase.h		1
GetTcpStatistics	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetTcpTable	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetTempFileName	3.0	3.0 and later	Winbase.h		1
GetTempPath	2.11	2.11	Winbase.h		1
GetTextColor	1.0	1.0 and later	Wingdi.h	Coredll.lib, Winmgr.lib	1
GetTextExtentExPoint	1.0	1.0 and later	Wingdi.h	Mgrast.lib, Mgtt.lib	1
GetTextExtentPoint	2.0	2.0 and later	Wingdi.h		1
GetTextExtentPoint32	2.0	2.0 and later	Wingdi.h		1
GetTextFace	1.0	1.0 and later	Wingdi.h	Mgrast2.lib, Mgtt.lib	1
GetTextMetrics	1.0	1.0 and later	Wingdi.h	Mgrast.lib, Mgtt.lib	1
GetThreadContext	2.0	2.0 and later	Winbase.h	Coredll.lib, Nk.lib	1
GetThreadPriority	1.0	1.0 and later	Winbase.h	Coredll.lib, Nk.lib	1
GetThreadTimes	2.10	2.10 and later	Winbase.h	Coredll.lib, Nk.lib	1
GetTickCount	1.0	1.0 and later	Winbase.h		1
GetTickCount	2.10	2.10 and later	Mkfuncs.h		1
GetTimeFormat	1.0	1.0 and later	Winnls.h	Coreloc.lib	1
GetTimeZoneInformation	1.0	1.0 and later	Winbase.h		1
GetTransferError	2.10	2.10 and later			1
GetTransferStatus	2.10	2.10 and later			1
GetUdpStatistics	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetUdpTable	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetUniDirectionalAdapterInfo	3.0	3.0 and later	Iphlpapi.h	Iphlpapi.lib	1
GetUpdateRect	1.0	1.0 and later	Winuser.h	Coredll.lib, Winmgr.lib	1
GetUpdateRgn	1.0	1.0 and later	Winuser.h	Coredll.lib, Winmgr.lib	1
GetUrlCacheEntryInfo	2.12	2.12 and later	Wininet.h	Wininet.lib	1
GetUrlCacheEntryInfoEx	2.12	2.12 and later	Wininet.h	Wininet.lib	1
GetUSBDVersion	2.10	2.10 and later			0
GetUserDefaultLangID	1.0	1.0 and later	Winnls.h	Coreloc.lib	1
GetUserDefaultLCID	1.0	1.0 and later	Winnls.h	Coreloc.lib	1
GetUsernamePassword	2.10	2.10 and later	Netui.h		0
GetVersionEx	1.0	1.0 and later	Winbase.h	Coremain.lib	1
GetWindow	1.0	1.0 and later	Winuser.h		1
GetWindowDC	1.0	1.0 and later	Winuser.h	Coredll.lib, Winmgr.lib	1
GetWindowLong	1.0	1.0 and later	Winuser.h		1
GetWindowRect	1.0	1.0 and later	Winuser.h		1
GetWindowRgn	2.12	2.12 and later	Winuser.h	Coredll.lib, Winmgr.lib	1
GetWindowText	1.0	1.0 and later	Winuser.h		1
GetWindowTextLength	1.0	1.0 and later	Winuser.h		1
GetWindowThreadProcessId	1.0	1.0 and later	Winuser.h		1
GlobalMemoryStatus	1.0	1.0 and later	Winbase.h	Coredll.lib	1
GPEBltParms	1.0	1.0 and later	gpe.h		1
GPELineParms	1.0	1.0 and later	gpe.h		1
HalGetBusData	2.10	2.10 and later	Ceddk.h		1
HalGetBusDataByOffset	2.10	2.10 and later	Ceddk.h		1
HalSetBusData	2.10	2.10 and later	Ceddk.h		1
HalSetBusDataByOffset	2.10	2.10 and later	Ceddk.h		1
HalTranslateBusAddress	2.10	2.10 and later	Ceddk.h		1
HANDLE_WM_NOTIFY	1.0	1.0 and later	Commctrl.h		1
HCRYPTHASH	3.0	3.0 or later	Wincrypt.h		1
HCRYPTKEY	3.0	3.0 or later	Wincrypt.h		1
HCRYPTPROV	3.0	3.0 or later	Wincrypt.h		1
HDHITTESTINFO	2.0	2.0 and later	Commctrl.h		1
HDITEM	2.0	2.0 and later	Commctrl.h		1
HDLAYOUT	2.0	2.0 and later	Commctrl.h		1
HDM_CREATEDRAGIMAGE	1.0	1.0 and later	Commctrl.h		1
HDM_DELETEITEM	1.0	1.0 and later	Commctrl.h		1
HDM_GETIMAGELIST	2.0	2.0 and later	Commctrl.h		1
HDM_GETITEM	1.0	1.0 and later	Commctrl.h		1
HDM_GETITEMCOUNT	1.0	1.0 and later	Commctrl.h		1
HDM_GETITEMRECT	1.0	1.0 and later	Commctrl.h		1
HDM_GETORDERARRAY	2.0	2.0 and later	Commctrl.h		1
HDM_HITTEST	1.0	1.0 and later	Commctrl.h		1
HDM_INSERTITEM	1.0	1.0 and later	Commctrl.h		1
HDM_LAYOUT	1.0	1.0 and later	Commctrl.h		1
HDM_ORDERTOINDEX	2.0	2.0 and later	Commctrl.h		1
HDM_SETHOTDIVIDER	2.0	2.0 and later	Commctrl.h		1
HDM_SETIMAGELIST	2.0	2.0 and later	Commctrl.h		1
HDM_SETITEM	1.0	1.0 and later	Commctrl.h		1
HDM_SETORDERARRAY	2.0	2.0 and later	Commctrl.h		1
HDN_BEGINDRAG	2.0	2.0 and later	Commctrl.h		1
HDN_BEGINTRACK	1.0	1.0 and later	Commctrl.h		1
HDN_DIVIDERDBLCLICK	1.0	1.0 and later	Commctrl.h		1
HDN_ENDDRAG	2.0	2.0 and later	Commctrl.h		1
HDN_ENDTRACK	1.0	1.0 and later	Commctrl.h		1
HDN_GETDISPINFO	2.0	2.0 and later	Commctrl.h		1
HDN_ITEMCHANGED	1.0	1.0 and later	Commctrl.h		1
HDN_ITEMCHANGING	1.0	1.0 and later	Commctrl.h		1
HDN_ITEMCLICK	1.0	1.0 and later	Commctrl.h		1
HDN_ITEMDBLCLICK	1.0	1.0 and later	Commctrl.h		1
HDN_TRACK	1.0	1.0 and later	Commctrl.h		1
Header_CreateDragImage	2.0	2.0 and later	Commctrl.h	Commctrl.lib	1
Header_DeleteItem	1.0	1.0 and later	Commctrl.h	Commctrl.lib	1
Header_GetImageList	2.0	2.0 and later	Commctrl.h	Commctrl.lib	1
Header_GetItem	1.0	1.0 and later	Commctrl.h	Commctrl.lib	1
Header_GetItemCount	1.0	1.0 and later	Commctrl.h	Commctrl.lib	1
Header_GetItemRect	2.0	2.0 and later	Commctrl.h	Commctrl.lib	1
Header_GetOrderArray	2.0	2.0 and later	Commctrl.h	Commctrl.lib	1
Header_InsertItem	1.0	1.0 and later	Commctrl.h	Commctrl.lib	1
Header_Layout	1.0	1.0 and later	Commctrl.h	Commctrl.lib	1
Header_OrderToIndex	2.0	2.0 and later	Commctrl.h	Commctrl.lib	1
