name	min_ce	versions	header	lib	in_include
PROPID_M_TRACE	2.0	2.0 and later. Versions prior to 2.12 require the MSMQ add-on pack.	Mq.h		1
PROPID_M_VERSION	2.0	2.0 and later. Versions prior to 2.12 require the MSMQ add-on pack.	Mq.h		1
PROPID_Q_AUTHENTICATE	2.0	2.0 and later. Versions prior to 2.12 require the MSMQ add-on pack.	Mq.h		1
PROPID_Q_CREATE_TIME	2.0	2.0 and later. Versions prior to 2.12 require the MSMQ add-on pack.	Mq.h		1
PROPID_Q_JOURNAL	2.0	2.0 and later. Versions prior to 2.12 require the MSMQ add-on pack.	Mq.h		1
PROPID_Q_JOURNAL_QUOTA	2.0	2.0 and later. Versions prior to 2.12 require the MSMQ add-on pack.	Mq.h		1
PROPID_Q_LABEL	2.0	2.0 and later. Versions prior to 2.12 require the MSMQ add-on pack.	Mq.h		1
PROPID_Q_MODIFY_TIME	2.0	2.0 and later. Versions prior to 2.12 require the MSMQ add-on pack.	Mq.h		1
PROPID_Q_PATHNAME	2.0	2.0 and later. Versions prior to 2.12 require the MSMQ add-on pack.	Mq.h		1
PROPID_Q_PRIV_LEVEL	2.0	2.0 and later. Versions prior to 2.12 require the MSMQ add-on pack.	Mq.h		1
PROPID_Q_QUOTA	2.0	2.0 and later. Versions prior to 2.12 require the MSMQ add-on pack.	Mq.h		1
PROPID_Q_TRANSACTION	2.0	2.0 and later. Versions prior to 2.12 require the MSMQ add-on pack.	Mq.h		1
PROPID_QM_MACHINE_ID	2.0	2.0 and later. Versions prior to 2.12 require the MSMQ add-on pack.	Mq.h		1
PropSheet_AddPage	1.0	1.0 and later	Prsht.h		1
PropSheet_Apply	1.0	1.0 and later	Prsht.h		1
PropSheet_CancelToClose	1.0	1.0 and later	Prsht.h		1
PropSheet_Changed	1.0	1.0 and later	Prsht.h		1
PropSheet_GetCurrentPageHwnd	1.0	1.0 and later	Prsht.h		1
PropSheet_GetTabControl	1.0	1.0 and later	Prsht.h		1
PropSheet_IsDialogMessage	1.0	1.0 and later	Prsht.h		1
PropSheet_PressButton	1.0	1.0 and later	Prsht.h		1
PropSheet_QuerySiblings	1.0	1.0 and later	Prsht.h		1
PropSheet_RebootSystem	1.0	1.0 and later	Prsht.h		1
PropSheet_RemovePage	1.0	1.0 and later	Prsht.h		1
PropSheet_RestartWindows	1.0	1.0 and later	Prsht.h		1
PropSheet_SetCurSel	1.0	1.0 and later	Prsht.h		1
PropSheet_SetCurSelByID	1.0	1.0 and later	Prsht.h		1
PropSheet_SetFinishText	2.0	2.0 and later	Prsht.h		1
PropSheet_SetTitle	1.0	1.0 and later	Prsht.h		1
PropSheet_SetWizButtons	1.0	1.0 and later	Prsht.h		1
PropSheet_UnChanged	1.0	1.0 and later	Prsht.h		1
PROPSHEETHEADER	1.0	1.0 and later	Prsht.h		1
PROPSHEETPAGE	1.0	1.0 and later	Prsht.h		1
PropSheetPageProc	1.0	1.0 and later	Prsht.h		1
PropSheetProc	1.0	1.0 and later	Prsht.h		1
ProtocolBindAdapter	2.0	2.0 and later	Ndis.h	Ndislib.lib	1
ProtocolCloseAdapterComplete	2.0	2.0 and later	Ndis.h	Ndislib.lib	1
ProtocolOpenAdapterComplete	2.0	2.0 and later	Ndis.h	Ndislib.lib	1
ProtocolReceive	2.0	2.0 and later	Ndis.h	Ndislib.lib	1
ProtocolReceiveComplete	2.0	2.0 and later	Ndis.h	Ndislib.lib	1
ProtocolReceivePacket	3.0	3.0 and later	Ndis.h		1
ProtocolRequestComplete	2.0	2.0 and later	Ndis.h	Ndislib.lib	1
ProtocolResetComplete	2.0	2.0 and later	Ndis.h	Ndislib.lib	1
ProtocolSendComplete	2.0	2.0 and later	Ndis.h	Ndislib.lib	1
ProtocolStatus	2.0	2.0 and later	Ndis.h	Ndislib.lib	1
ProtocolStatusComplete	2.0	2.0 and later	Ndis.h	Ndislib.lib	1
ProtocolTransferDataComplete	2.0	2.0 and later	Ndis.h	Ndislib.lib	1
ProtocolUnbindAdapter	2.0	2.0 and later	Ndis.h	Ndislib.lib	1
PSHNOTIFY	1.0	1.0 and later	Prsht.h		1
PSM_ADDPAGE	1.0	1.0 and later			1
PSM_APPLY	1.0	1.0 and later	Commctrl.h		1
PSM_CANCELTOCLOSE	1.0	1.0 and later	Commctrl.h		1
PSM_CHANGED	1.0	1.0 and later	Commctrl.h		1
PSM_GETCURRENTPAGEHWND	1.0	1.0 and later	Commctrl.h		1
PSM_GETTABCONTROL	1.0	1.0 and later	Commctrl.h		1
PSM_ISDIALOGMESSAGE	1.0	1.0 and later	Commctrl.h		1
PSM_PRESSBUTTON	1.0	1.0 and later	Commctrl.h		1
PSM_QUERYSIBLINGS	1.0	1.0 and later	Commctrl.h		1
PSM_REBOOTSYSTEM	1.0	1.0 and later	Commctrl.h		1
PSM_REMOVEPAGE	1.0	1.0 and later	Commctrl.h		1
PSM_RESTARTWINDOWS	1.0	1.0 and later	Commctrl.h		1
PSM_SETCURSEL	1.0	1.0 and later	Commctrl.h		1
PSM_SETCURSELID	1.0	1.0 and later	Commctrl.h		1
PSM_SETFINISHTEXT	1.0	1.0 and later	Commctrl.h		1
PSM_SETTITLE	1.0	1.0 and later	Commctrl.h		1
PSM_SETWIZBUTTONS	1.0	1.0 and later	Commctrl.h		1
PSN_APPLY	1.0	1.0 and later	Prsht.h		1
PSN_HELP	1.0	1.0 and later	Prsht.h		1
PSN_KILLACTIVE	1.0	1.0 and later	Prsht.h		1
PSN_QUERYCANCEL	1.0	1.0 and later	Prsht.h		1
PSN_RESET	1.0	1.0 and later	Prsht.h		1
PSN_SETACTIVE	1.0	1.0 and later	Prsht.h		1
PtInRect	1.0	1.0 and later	Winuser.h	Rectapi.lib	1
PtInRegion	1.0	1.0 and later	Wingdi.h	Mgrgn.lib	1
PUBLICKEYSTRUC	3.0	3.0 or later	Wincrypt.h		1
PulseEvent	1.0	1.0 and later	Kfuncs.h		1
PurgeComm	1.0	1.0 and later	Winbase.h	Serdev.lib	1
PushEntryList	1.0	1.0 and later	Ntcompat.h		0
pWriteRegistryToOEM	2.10	2.10 and later			0
QueryContextAttributes	1.0	1.0 and later	Winbase.h	Schannel.lib	1
QueryCredentialsAttributes	2.10	2.10 and later	Sspi.h	Schannel.lib	1
QueryInfoSession	3.0	3.0 and later	Natedit.h	Coredll.dll	1
QueryPerformanceCounter	2.0	2.0 and later	Winbase.h		1
QueryPerformanceCounter	2.10	2.10 and later	Mkfuncs.h		1
QueryPerformanceFrequency	2.0	2.0 and later	Winbase.h		1
QueryPerformanceFrequency	2.10	2.10 and later	Mkfuncs.h		1
QuerySecurityPackageInfo	2.10	2.10 and later	Sspi.h	Schannel.lib	1
RaiseException	1.0	1.0 and later	Winbase.h	Coredll.lib	1
Random	1.0	1.0 and later	Winbase.h	Coredll.lib	1
RAPIINIT	1.0	1.0 and later	Rapi.h		1
RASCONN	1.0	1.0 and later	Ras.h		1
RASCONNSTATE	1.0	1.0 and later	Ras.h		1
RASCONNSTATUS	1.0	1.0 and later	Ras.h		1
RasDeleteEntry	3.0	3.0 and later	Ras.h, Afdfunc.h	Ppp.lib	1
RASDEVINFO	1.0	1.0 and later	Ras.h		1
RasDial	1.0	1.0 and later	Ras.h, Afdfunc.h	Ppp.lib	1
RASDIALPARAMS	1.0	1.0 and later	Ras.h		1
RASENTRY	1.0	1.0 and later	Ras.h		1
RASENTRYNAME	1.0	1.0 and later	Ras.h		1
RasEnumConnections	1.0	1.0 and later	Ras.h, Afdfunc.h	Ppp.lib	1
RasEnumDevices	3.0	3.0 and later	Ras.h	Ppp.lib	1
RasEnumEntries	1.0	1.0 and later	Ras.h, Afdfunc.h	Ppp.lib	1
RasGetConnectStatus	1.0	1.0 and later	Ras.h, Afdfunc.h	Ppp.lib	1
RasGetEntryDialParams	1.0	1.0 and later	Ras.h, Afdfunc.h	Ppp.lib	1
