MiniportReset	Windows CE .NET 4.0 and later.	aa447851.html	Externs.h	
MiniportReturnPacket	Windows CE .NET 4.0 and later.	aa447852.html	Externs.h	
MiniportSend	Windows CE .NET 4.0 and later.	aa447853.html	Externs.h	
MiniportSendPackets	Windows CE .NET 4.0 and later.	aa447854.html	Externs.h	
MiniportSetInformation	Windows CE .NET 4.0 and later.	aa447855.html	Externs.h	
MiniportShutdown	Windows CE .NET 4.0 and later.	aa447856.html	Externs.h	
MiniportSynchronizeISR	Windows CE .NET 4.0 and later.	aa447857.html	Externs.h	
MiniportTimer	Windows CE .NET 4.0 and later.	aa447858.html	Externs.h	
MiniportTransferData	Windows CE .NET 4.0 and later.	aa447859.html	Externs.h	
MiniportWanSend	Windows CE .NET 4.0 and later.	aa447860.html	Externs.h	
MIXEROPENDESC	Windows CE .NET 4.0 and later.	aa447861.html	Mmddk.h	
MMDRV_MESSAGE_PARAMS	Windows CE 1.0 and later.	aa447862.html	Wavedev.h	
MmMapIoSpace	Windows CE 2.10 and later.	aa447863.html	CEDDK.h	CEDDK.lib
MMTIME	Windows CE 2.0 and later.	aa447864.html	Mmsystem.h	
MmUnmapIoSpace	Windows CE 2.10 and later.	aa447865.html	CEDDK.h	CEDDK.lib
m_pModeEx	Windows CE 2.12 and later. Version 2.12 requires DXPAK 1.0 or later.	aa447866.html	Ddgpe.h	Ddgpe.lib
MXDM_CLOSE	Windows CE .NET 4.0 and later.	aa447867.html	Mmddk.h	
MXDM_GETCONTROLDETAILS	Windows CE .NET 4.0 and later.	aa447868.html	Mmddk.h	
MXDM_GETDEVCAPS	Windows CE .NET 4.0 and later.	aa447869.html	Mmddk.h	
MXDM_GETLINECONTROLS	Windows CE .NET 4.0 and later.	aa447870.html	Mmddk.h	
MXDM_GETLINEINFO	Windows CE .NET 4.0 and later.	aa447871.html	Mmddk.h	
MXDM_GETNUMDEVS	Windows CE .NET 4.0 and later.	aa447872.html	Mmddk.h	
MXDM_INIT	Windows CE .NET 4.0 and later.	aa447873.html	Mmddk.h	
MXDM_OPEN	Windows CE .NET 4.0 and later.	aa447874.html	Mmddk.h	
MXDM_SETCONTROLDETAILS	Windows CE .NET 4.0 and later.	aa447875.html	Mmddk.h	
NDIS_802_11_ANTENNA	Windows CE .NET 4.0 and later.	aa447876.html	Ntddndis.h	
NDIS_802_11_AUTHENTICATION_MODE	Windows CE .NET 4.0 and later.	aa447877.html	Ntddndis.h	
NDIS_802_11_BSSID_LIST	Windows CE .NET 4.0 and later.	aa447878.html	Ntddndis.h	
NDIS_802_11_CONFIGURATION	Windows CE .NET 4.0 and later.	aa447879.html	Ntddndis.h	
