header	name	page	os_versions	min	max	guard
include/Winsock2.h	AF_UNSPEC	aa450958	Windows CE 1.0 and later.	0x0100		
include/Winsock2.h	AF_INET	aa450958	Windows CE 1.0 and later.	0x0100		
include/Winsock2.h	AF_IRDA	aa450958	Windows CE 1.0 and later.	0x0100		
include/Winsock2.h	AF_INET6	aa450958	Windows CE 1.0 and later.	0x0100		
include/Winsock2.h	SD_RECEIVE	aa450939	Windows CE 1.0 and later.	0x0100		
include/Winsock2.h	SD_SEND	aa450939	Windows CE 1.0 and later.	0x0100		
include/Winsock2.h	SD_BOTH	aa450939	Windows CE 1.0 and later.	0x0100		
include/Winsock2.h	AI_PASSIVE	aa450282	Windows CE .NET 4.1 and later.	0x0410		
include/Winsock2.h	AI_CANONNAME	aa450282	Windows CE .NET 4.1 and later.	0x0410		
include/Winsock2.h	AI_NUMERICHOST	aa450282	Windows CE .NET 4.1 and later.	0x0410		
include/Winsock2.h	WSA_FLAG_OVERLAPPED	ms898773	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSA_FLAG_MULTIPOINT_C_ROOT	ms898773	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSA_FLAG_MULTIPOINT_C_LEAF	ms898773	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSA_FLAG_MULTIPOINT_D_ROOT	ms898773	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSA_FLAG_MULTIPOINT_D_LEAF	ms898773	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSA_FLAG_ACCESS_SYSTEM_SECURITY	ms898773	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSA_FLAG_NO_HANDLE_INHERIT	ms898773	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	SO_KEEPALIVE	ms884940				
include/Winsock2.h	SO_CONDITIONAL_ACCEPT	ms884940				
include/Winsock2.h	sockaddr	aa450942	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	SOCKADDR	aa450942	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	LPSOCKADDR	aa450942	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	in_addr	ms890973	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	IN_ADDR	ms890973	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	sockaddr_in	aa450946	Windows CE 1.0 and later.	0x0100		
include/Winsock2.h	in6_addr	ms890972	Windows CE .NET 4.1 and later.	0x0410		
include/Winsock2.h	sockaddr_in6	aa450948	Windows CE .NET 4.1 and later.	0x0410		
include/Winsock2.h	linger	ms894561	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	hostent	ms890319	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	servent	aa450886	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	protoent	ms896341	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	timeval	aa450970	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	fd_set	aa450370	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	fd_set	aa450370	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSAData	ms898735	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	__WSABUF	ms898729	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	_WSAOVERLAPPED	ms898758	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	_AFPROTOCOLS	aa450284	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	_PROTOCOL_INFO	ms896340	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	_WSAPROTOCOLCHAIN	ms898759	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	_WSAPROTOCOL_INFO	ms898760	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	_SOCKET_ADDRESS	aa450954	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	_WSANETWORKEVENTS	ms898754	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	_TRANSMIT_FILE_BUFFERS	aa450974	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	addrinfo	aa450282	Windows CE .NET 4.1 and later.	0x0410		
include/Winsock2.h	_WSAEcomparator	ms898736	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	PWSAECOMPARATOR	ms898736	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSAVERSION	ms898762	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	LPWSAVERSION	ms898762	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	_BLOB	aa450302	Windows CE .NET 4.0 and later.	0x0300		
include/Winsock2.h	_CSADDR_INFO	ms887919	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	LPCSAADDR_INFO	ms887919	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	_WSAQuerySet	ms898762	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	PWSAQUERYSETW	ms898762	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	LPWSAQUERYSET	ms898762	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	_WSANAMESPACE_INFO	ms898753	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	PWSANAMESPACE_INFO	ms898753	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	LPWSANAMESPACE_INFO	ms898753	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSANSCLASSINFOW	ms898768	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	LPWSANSCLASSINFOW	ms898768	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	_WSAServiceClassInfo	ms898768	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	PWSASERVICECLASSINFOW	ms898768	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	_SERVICE_ADDRESS	ms895775	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	_WSAESETSERVICEOP	ms898772	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSAAccept	ee493507		0x0400		
include/Winsock2.h	WSAAddressToString	ee493507		0x0400		
include/Winsock2.h	WSACleanup	ee493507		0x0400		
include/Winsock2.h	WSACloseEvent	ee493507		0x0400		
include/Winsock2.h	WSAConnect	ee493507		0x0400		
include/Winsock2.h	WSACreateEvent	ee493507		0x0400		
include/Winsock2.h	WSAEnumNetworkEvents	ee493507		0x0400		
include/Winsock2.h	WSAEnumNameSpaceProviders	ms898737	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSAEnumProtocols	ms898737	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSAEventSelect	ms898737	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSAGetLastError	ms898737	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSAGetOverlappedResult	ms898737	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSAHtonl	ms898737	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSAHtons	ms898737	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSAIoctl	ms898737	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSAJoinLeaf	ms898737	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSALookupServiceBegin	ms898748	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSALookupServiceEnd	ms898750	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSALookupServiceNext	ms898752	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSANtohl	ms898752	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSANtohs	ms898752	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSARecv	ms898752	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSARecvFrom	ms898752	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSAResetEvent	ms898752	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSASend	ms898752	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSASendTo	ms898752	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSASetEvent	ms898752	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSASetLastError	ms898752	Windows CE .NET 4.0 and later.	0x0400		
include/Winsock2.h	WSASetService	ee493906		0x0400		
include/Winsock2.h	WSASocket	ee493906		0x0400		
include/Winsock2.h	WSAStartup	ee493906		0x0400		
include/Winsock2.h	WSAStringToAddress	ee493906		0x0400		
include/Winsock2.h	WSAWaitForMultipleEvents	ee493906		0x0400		
include/Winuser.h	tagMSG	ms913089	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	tagCREATESTRUCT	ms908189	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	tagSTYLESTRUCT	ms940380	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	_WINDOWPOS	ms914101	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	MAKEWPARAM	aa453543	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	MAKELPARAM	aa453543	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	MAKELRESULT	aa453543	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	tagACCEL	aa452837	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	tagKEYBDINPUT	aa453247	Windows CE 2.0 and later.	0x0200		
include/Winuser.h	tagMOUSEINPUT	ms931454	Windows CE 2.0 and later.	0x0200		
include/Winuser.h	tagHARDWAREINPUT	ms909851	Windows CE 2.0 and later.	0x0200		
include/Winuser.h	tagINPUT	ms909851	Windows CE 2.0 and later.	0x0200		
include/Winuser.h	CreateWindowExW	ms908193	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	CreateWindowW	ms908192	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	RegisterClassW	ms913089	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	UnregisterClassW	ms914082	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	GetClassInfoW	ms929211	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	GetClassLongW	ms929212	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	SetClassLongW	ms940014	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	GetClassNameW	ms929213	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	GetWindowLongW	aa453180	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	GetDesktopWindow	ms929229	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	GetForegroundWindow	ms929244	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	SetForegroundWindow	ms929244	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	IsWindow	aa453233	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	IsWindowVisible	aa453233	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	IsChild	aa453233	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	GetParent	aa453152	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	SetParent	aa453152	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	FindWindowW	aa453070	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	ChildWindowFromPoint	ms928578	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	WindowFromPoint	ms928578	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	EnumWindows	aa453051	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	GetWindow	aa453178	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	GetWindowThreadProcessId	aa453185	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	AdjustWindowRectEx	aa452849	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	DefWindowProc	aa452919	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	CallWindowProc	aa452919	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	DestroyWindow	aa452942	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	SetTimer	aa453248	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	SystemIdleTimerReset	ms940382	Windows CE 2.0 and later.	0x0200		
include/Winuser.h	CreateCaret	aa453746	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	DestroyCaret	aa453746	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	GetCaretBlinkTime	aa453746	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	GetCaretPos	aa453746	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	HideCaret	aa453746	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	SetCaretBlinkTime	aa453746	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	SetCaretPos	aa453746	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	ShowCaret	aa453746	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	GetMessageW	aa453190	Windows CE .NET 4.0 and later.	0x0400		
include/Winuser.h	DispatchMessageW	aa452956	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	TranslateMessage	aa453776	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	PostMessageW	ms939980	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	PostQuitMessage	ms911938	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	RegisterWindowMessageW	ms939737	Windows CE 2.0 and later.	0x0200		
include/Winuser.h	GetMessagePos	aa453136	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	GetMessageSource	aa453138	Windows CE 2.0 and later.	0x0200		
include/Winuser.h	GetQueueStatus	aa453156	Windows CE .NET 4.2 and later.	0x0420		
include/Winuser.h	InSendMessage	ms909852	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	MapVirtualKeyW	ms911789	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	keybd_event	aa453245	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	INPUT_MOUSE	ms909851	Windows CE 2.0 and later.	0x0200		
include/Winuser.h	INPUT_KEYBOARD	ms909851	Windows CE 2.0 and later.	0x0200		
include/Winuser.h	INPUT_HARDWARE	ms909851	Windows CE 2.0 and later.	0x0200		
include/Winuser.h	PostKeybdMessage	ms911936	Windows CE 2.0 and later.	0x0200		
include/Winuser.h	LoadKeyboardLayoutW	aa453414	Windows CE .NET 4.2 and later.	0x0420		
include/Winuser.h	SendInput	ms932719	Windows CE 2.0 and later.	0x0200		
include/Winuser.h	WinMain	ms914104	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	WindowProc	ms914102	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	tagPAINTSTRUCT	ms911912	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	BeginPaint	aa452871	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	ClientToScreen	ms928584	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	CopyRect	ms908152	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	DrawFrameControl	aa452970	Windows CE 2.0 and later.	0x0200		
include/Winuser.h	EndPaint	aa453041	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	EqualRect	aa453055	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	GetDC	ms929227	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	GetDCEx	ms929228	Windows CE 2.10 and later.	0x0210		
include/Winuser.h	GetUpdateRect	aa453174	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	GetUpdateRgn	aa453175	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	GetWindowDC	aa453179	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	GetWindowRgn	aa453182	Windows CE 2.12 and later.	0x0212		
include/Winuser.h	IntersectRect	ms909856	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	InvalidateRect	ms909857	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	IsRectEmpty	ms909894	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	LoadBitmapW	aa453409	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	MapWindowPoints	ms911790	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	OffsetRect	ms911891	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	PtInRect	aa453601	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	ReleaseDC	ms939760	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	ScreenToClient	ms932582	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	SetRectEmpty	aa453649	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	SetWindowRgn	aa453663	Windows CE 2.12 and later.	0x0212		
include/Winuser.h	SubtractRect	ms940381	Windows CE 2.0 and later.	0x0200		
include/Winuser.h	UnionRect	ms914081	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	UpdateWindow	ms914085	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	ValidateRect	ms914091	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	struct	aa452958	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	struct	aa452960	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	tagMENUITEMINFO	ms911822	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	tagTPMPARAMS	aa453766	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	tagCOMBOBOXINFO	ms928818	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	tagMEASUREITEMSTRUCT	ms911820	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	tagDELETEITEMSTRUCT	aa452931	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	_ICONINFO	ms908175	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	MAKEINTRESOURCE	aa453542	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	CheckRadioButton	ms928577	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	tagCOPYDATASTRUCT	aa453921	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	tagNMHDR	aa453890	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	WM_ACTIVATE	aa453867	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	WM_CHAR	aa453867	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	WM_HOTKEY	aa453867	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	WM_INITMENUPOPUP	aa453867	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	WM_KEYDOWN	aa453867	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	WM_KEYFIRST	aa453867	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	WM_KILLFOCUS	aa453875	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	WM_MENUCHAR	aa453875	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	WM_SETFOCUS	aa453875	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	WM_SYSCHAR	aa453875	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	WM_SYSCOMMAND	aa453875	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	WM_SYSDEADCHAR	aa453875	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	WM_SYSKEYDOWN	aa453875	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	WM_SYSKEYUP	aa453875	Windows CE 1.0 and later.	0x0100		
include/Winuser.h	DS_ABSALIGN	aa452961	Windows CE 2.12 and later.	0x0212		
include/Winuser.h	DS_SYSMODAL	aa452961	Windows CE 2.12 and later.	0x0212		
include/Winuser.h	DS_3DLOOK	aa452961	Windows CE 2.12 and later.	0x0212		
include/Winuser.h	DS_FIXEDSYS	aa452961	Windows CE 2.12 and later.	0x0212		
include/Winuser.h	DS_NOFAILCREATE	aa452961	Windows CE 2.12 and later.	0x0212		
include/Winuser.h	DS_LOCALEDIT	aa452961	Windows CE 2.12 and later.	0x0212		
include/Winuser.h	DS_SETFONT	aa452961	Windows CE 2.12 and later.	0x0212		
include/Winuser.h	DS_MODALFRAME	aa452961	Windows CE 2.12 and later.	0x0212		
include/Winuser.h	DS_NOIDLEMSG	aa452961	Windows CE 2.12 and later.	0x0212		
include/Winuser.h	DS_SETFOREGROUND	aa452961	Windows CE 2.12 and later.	0x0212		
include/Winuser.h	DS_CONTROL	aa452961	Windows CE 2.12 and later.	0x0212		
include/Winuser.h	DS_CENTER	aa452961	Windows CE 2.12 and later.	0x0212		
include/Winuser.h	DS_CENTERMOUSE	aa452961	Windows CE 2.12 and later.	0x0212		
include/Winuser.h	DS_CONTEXTHELP	aa452961	Windows CE 2.12 and later.	0x0212		
include/Winuser.h	SetCursorPos	ms924860	Windows CE 1.0 and later.	0x0100		
include/Ws2bth.h	_SOCKADDR_BTH	aa450944	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2bth.h	__bth_inquiry_result	ms887872	Windows CE.NET 4.2 and later.	0x0420		
include/Ws2bth.h	_BTH_LOCAL_VERSION	ms887863	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2bth.h	_BTH_REMOTE_VERSION	ms887884	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2bth.h	_BTH_REMOTE_NAME	ms887882	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2bth.h	_BTH_SOCKOPT_SECURITY	ms887893	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2bth.h	_BTH_HOLD_MODE	ms887904	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2bth.h	_BTH_PARK_MODE	ms887905	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2bth.h	_BTH_SNIFF_MODE	ms887906	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2spi.h	LPWSASERVICECLASSINFOW	ms895748	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2spi.h	WSPDESCRIPTION_LEN	ms900586	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2spi.h	_WSATHREADID	ms898776	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2spi.h	LPWSATHREADID	ms898776	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2spi.h	_NSP_ROUTINE	ms895763	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2spi.h	PNSP_ROUTINE	ms895763	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2spi.h	LPNSP_ROUTINE	ms895763	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2spi.h	WSPUPCALLTABLE	ms898913	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2spi.h	WSPPROC_TABLE	ms898913	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2spi.h	LPWSPPROC_TABLE	ms898913	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2spi.h	WSPStartup	ms898913	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2spi.h	WSPStringToAddress	ms898913	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2spi.h	NSPLookupServiceNext	ms895756	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2spi.h	NSPRemoveServiceClass	ms895756	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2spi.h	NSPSetService	ms895756	Windows CE .NET 4.0 and later.	0x0400		
include/Ws2spi.h	WSCDeinstallProvider	ms898778	Windows CE .			
include/Wzcsapi.h	WZCDeleteIntfObj	ms923684	Windows CE .NET 4.2 and later.	0x0420		
include/Wzcsapi.h	WZCEnumInterfaces	ms923686	Windows CE .NET 4.2 and later.	0x0420		
include/Wzcsapi.h	WZCPassword2Key	ms923687	Windows CE .NET 4.2 and later.	0x0420		
include/Wzcsapi.h	WZCQueryContext	ms923688	Windows CE .NET 4.2 and later.	0x0420		
include/Wzcsapi.h	WZCQueryInterface	ms923689	Windows CE .NET 4.2 and later.	0x0420		
include/Wzcsapi.h	WZCRefreshInterface	ms923690	Windows CE .NET 4.2 and later.	0x0420		
include/Wzcsapi.h	WZCSetContext	ms923691	Windows CE .NET 4.2 and later.	0x0420		
include/Wzcsapi.h	WZCSetInterface	ms923692	Windows CE .NET 4.2 and later.	0x0420		
include/aygshell.h	HPROPSHEETPAGE	aa453688	Windows CE 3.0 and later	0x0300		
include/aygshell.h	IShellPropSheetExt	aa453688	Windows CE 3.0 and later	0x0300		
include/aygshell.h	_SHNP	aa453728	Windows CE 3.0 and later	0x0300		
include/aygshell.h	enum	aa453701	Windows CE .NET 4.0 and later	0x0400		
include/aygshell.h	struct	aa453665	Windows CE 3.0 and later	0x0300		
include/aygshell.h	tagSHCHANGENOTIFYENTRY	aa453671	Windows CE .NET 4.2 and later	0x0420		
include/aygshell.h	tagSHINITDIALOG	aa453714	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHIDIM_FLAGS	aa453714	Windows CE 3.0 and later	0x0300		
include/aygshell.h	tagSHMENUBARINFO	aa453721	Windows CE 3.0 and later	0x0300		
include/aygshell.h	_SHNOTIFICATIONDATA	aa453724	Windows CE 3.0 and later	0x0300		
include/aygshell.h	tagSHRGI	aa453733	Windows CE 3.0 and later	0x0300		
include/aygshell.h	WC_SIPPREF	ms914097	Windows CE .NET 4.2 and later	0x0420		
include/aygshell.h	INewMenuItemServer	ms909846	Windows CE .NET 4.2 and later	0x0420		
include/aygshell.h	IShellNotificationCallback	ms909879	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHChangeNotifyDeregister	aa453670	Windows CE .NET 4.2 and later	0x0420		
include/aygshell.h	SHChangeNotifyFree	aa453672	Windows CE .NET 4.2 and later	0x0420		
include/aygshell.h	SHChangeNotifyRegister	aa453673	Windows CE .NET 4.2 and later	0x0420		
include/aygshell.h	SHCloseApps	aa453674	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHCreateMenuBar	aa453678	Windows CE .NET 4.2 and later	0x0420		
include/aygshell.h	SHCreateNewItem	aa453679	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHDoneButton	aa453682	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHEnumPropSheetHandlers	aa453688	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHFindMenuBar	aa453692	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHFreeContextMenuExtensions	aa453693	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHFullScreen	aa453694	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHGetAppKeyAssoc	aa453695	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHGetEmergencyCallList	aa453699	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHGetInputContext	aa453701	Windows CE .NET 4.0 and later	0x0400		
include/aygshell.h	SHHandleWMActivate	aa453710	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHHandleWMSettingChange	aa453711	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHInitExtraControls	aa453715	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHInputDialog	aa453716	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHInvokeContextMenuCommand	aa453717	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHLoadContextMenuExtensions	aa453719	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHNavigateBack	aa453722	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHNotificationAdd	aa453723	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHNotificationGetData	aa453725	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHNotificationRemove	aa453726	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHNotificationUpdate	aa453727	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHRecognizeGesture	aa453732	Windows CE 3.0 and later	0x0300		
include/aygshell.h	SHSetBack	aa453735	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
