header	name	page	os_versions	min	max	guard
include/Acmdrv.h	ACM_Close	ms895510	Windows CE 1.0 and later.	0x0100		
include/Acmdrv.h	ACM_Deinit	ms895511	Windows CE 1.0 and later.	0x0100		
include/Acmdrv.h	ACM_Init	ms896097	Windows CE 1.0 and later.	0x0100		
include/Acmdrv.h	ACM_IOControl	ms896098	Windows CE 1.0 and later.	0x0100		
include/Acmdrv.h	ACM_Open	ms896099	Windows CE 1.0 and later.	0x0100		
include/Acmdrv.h	ACM_PowerDown	ms896100	Windows CE 1.0 and later.	0x0100		
include/Acmdrv.h	ACM_PowerUp	ms896101	Windows CE 1.0 and later.	0x0100		
include/Acmdrv.h	ACM_Read	ms896102	Windows CE 1.0 and later.	0x0100		
include/Acmdrv.h	ACM_Write	ms896104	Windows CE 1.0 and later.	0x0100		
include/Acmdrv.h	ACM_Seek	ms896103	Windows CE 1.0 and later.	0x0100		
include/Advbacklight.h	BacklightAdvApplet	aa452867	Windows CE .NET 4.0 and later.	0x0400		
include/Autodial.h	AutoDialGetConnectionStatus	aa450292	Windows CE .NET 4.0 and later.	0x0400		
include/Autoras.h	struct	ms897083	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_stream.h	enum	ms896115	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_stream.h	struct	aa448155	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_stream.h	struct	aa448156	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_stream.h	struct	aa448157	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_stream.h	struct	aa448160	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_stream.h	struct	aa448161	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_stream.h	struct	aa448162	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_stream.h	struct	aa448163	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_stream.h	struct	aa448164	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_stream.h	enum	aa448165	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_stream.h	struct	aa448168	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_stream.h	_STREAM_GetMediaSize_Request	aa448159	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_unit.h	struct	aa448229	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_unit.h	struct	aa448231	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_unit.h	struct	aa448233	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_unit.h	struct	aa448236	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_unit.h	struct	aa448238	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_unit.h	struct	aa448239	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_unit.h	struct	aa448240	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_unit.h	struct	aa448242	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_unit.h	UNIT_CloseUnitDeviceObject	aa448230	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_unit.h	UNIT_OpenUnitDeviceObject	aa448237	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_vvcr.h	struct	ms923270	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_vvcr.h	struct	ms923271	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_vvcr.h	enum	ms923273	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_vvcr.h	enum	ms923274	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_vvcr.h	struct	ms923276	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_vvcr.h	struct	ms923277	Windows CE .NET 4.0 and later.	0x0400		
include/Avc_vvcr.h	struct	ms923278	Windows CE .NET 4.0 and later.	0x0400		
include/Bt_api.h	PBT_ADDR	ms896282	Windows CE .NET 4.0 and later.	0x0400		
include/Bt_api.h	_BASEBAND_CONNECTION	aa450296	Windows CE .NET 4.2 and later.	0x0420		
include/Bt_api.h	_portemu_port_params	ms896282	Windows CE .NET 4.0 and later.	0x0400		
include/Bt_api.h	BthInquiryResult	ms887872	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthAcceptSCOConnections	aa450303	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Bt_api.h	BthAuthenticate	ms887570	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthAnswerPairRequest	ms887558	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Bt_api.h	BthCancelInquiry	ms887578	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthClearInquiryFilter	ms887586	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthCloseConnection	ms887598	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthCreateACLConnection	ms887605	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthCreateSCOConnection	ms887612	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthEnterHoldMode	ms887712	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthEnterParkMode	ms887822	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthEnterSniffMode	ms887829	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthExitParkMode	ms887830	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthExitSniffMode	ms887831	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthGetAddress	ms887833	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthGetBasebandConnections	ms887834	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthGetBasebandHandles	ms887835	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthGetCurrentMode	ms887836	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthGetHardwareStatus	ms887837	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthGetLinkKey	ms887838	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthGetPINRequest	ms887839	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthGetRemoteCOD	ms887840	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthNsLookupServiceBegin	ms887865	Windows CE .NET 4.0 and later.	0x0400		
include/Bt_api.h	BthNsLookupServiceEnd	ms887866	Windows CE .NET 4.0 and later.	0x0400		
include/Bt_api.h	BthNsLookupServiceNext	ms887867	Windows CE .NET 4.0 and later.	0x0400		
include/Bt_api.h	BthNsSetService	ee495417		0x0400		
include/Bt_api.h	BthPairRequest	ms887871	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Bt_api.h	BthPerformInquiry	ms887872	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthReadAuthenticationEnable	ms887873	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthReadCOD	ms887874	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthReadLinkPolicySettings	ms887875	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthReadLocalAddr	ms887876	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthReadLocalVersion	ms887877	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthReadPageTimeout	ms887878	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthReadRemoteVersion	ms887879	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthReadScanEnableMask	ms887880	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthRefusePINRequest	ms887881	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthRemoteNameQuery	ms887883	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthRevokeLinkKey	ms887885	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthRevokePIN	ms887886	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthSetEncryption	ms887887	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthSetInquiryFilter	ms887889	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthSetLinkKey	ms887890	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthSetPIN	ms887891	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthSetSecurityUI	ms887892	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthTerminateIdleConnections	ms887895	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthWriteAuthenticationEnable	ms887896	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthWriteCOD	ms887897	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthWriteLinkPolicySettings	ms887898	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthWritePageTimeout	ms887899	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_api.h	BthWriteScanEnableMask	ms887900	Windows CE.NET 4.2 and later.	0x0420		
include/Bt_hcip.h	HCI_TYPE	ms899386	Windows CE .NET 4.0 and later.	0x0400		
include/Bt_hcip.h	HCI_CloseConnection	ms899383	Windows CE .NET 4.0 and later.	0x0400		
include/Bt_hcip.h	HCI_OpenConnection	ms899385	Windows CE .NET 4.0 and later.	0x0400		
include/Bt_hcip.h	HCI_ReadHciParameters	ms899387	Windows CE .NET 4.0 and later.	0x0400		
include/Bt_hcip.h	HCI_ReadPacket	ms899388	Windows CE .NET 4.0 and later.	0x0400		
include/Bt_hcip.h	HCI_StartHardware	ms899390	Windows CE .NET 4.0 and later.	0x0400		
include/Bt_hcip.h	HCI_StopHardware	ms899391	Windows CE .NET 4.0 and later.	0x0400		
include/Bt_hcip.h	HCI_WritePacket	ms899393	Windows CE .NET 4.0 and later.	0x0400		
include/Btagnetwork.h	BthAGOnNetworkEvent	aa450323	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagnetwork.h	_NetworkCallFailedInfo	ms895682	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	NETWORK_FLAGS_DROP_ACTIVE	aa450316	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	NETWORK_FLAGS_DROP_HOLD	aa450316	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	NETWORK_FLAGS_DROP_OFFERING	aa450316	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	NETWORK_FLAGS_DROP_OUTGOING	aa450316	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	NETWORK_FLAGS_DROP_ALL	aa450316	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	NETWORK_FLAGS_STATE_ACTIVE	aa450315	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	NETWORK_FLAGS_STATE_HOLD	aa450315	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	NETWORK_FLAGS_STATE_OFFERING	aa450315	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	NETWORK_FLAGS_STATE_OUTGOING	aa450315	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGPhoneExtInit	ee495665		0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGPhoneExtDeinit	ee495979		0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGPhoneExtEvent	ms880975	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGGetLastDialed	aa450307	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGGetNameByPhoneNumber	aa450308	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGGetSpeedDial	aa450309	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGSetServiceCallback	aa450310	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGOverrideCallIn	aa450324	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGOverrideCallOut	ms887483	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGATHandler	aa450304	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGATSetCallback	ee495634		0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGNetworkInit	aa450318	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGNetworkDeinit	ee495426		0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGNetworkAnswerCall	aa450312	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGNetworkDropCall	ee495838		0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGNetworkDialNumber	aa450314	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGNetworkGetCallState	aa450315	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGNetworkHoldCall	aa450317	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGNetworkRejectCall	aa450319	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGNetworkSwapCall	aa450320	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGNetworkTransmitDTMF	aa450321	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Btagpub.h	BthAGNetworkUnholdCall	aa450322	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Bthapi.h	ISdpNodeContainer	aa450562	Windows CE .NET 4.0 and later.	0x0400		
include/Bthapi.h	ISdpWalk	aa450622	Windows CE .NET 4.0 and later.	0x0400		
include/Bthapi.h	ISdpRecord	aa450597	Windows CE .NET 4.0 and later.	0x0400		
include/Bthapi.h	ISdpStream	aa450615	Windows CE .NET 4.0 and later.	0x0400		
include/Bthsdpdef.h	enum	aa450880	Windows CE .NET 4.0 and later.	0x0400		
include/Bthsdpdef.h	enum	aa450879	Windows CE .NET 4.0 and later.	0x0400		
include/Bthsdpdef.h	enum	ms895690	Windows CE .NET 4.0 and later.	0x0400		
include/Bthsdpdef.h	SdpQueryUuidUnion	aa450878	Windows CE .NET 4.0 and later.	0x0400		
include/Bthsdpdef.h	_SdpQueryUuid	aa450877	Windows CE .NET 4.0 and later.	0x0400		
include/Bthsdpdef.h	_SdpAttributeRange	aa450876	Windows CE .NET 4.0 and later.	0x0400		
include/Bthsdpdef.h	MAX_UUIDS_IN_QUERY	ee495874		0x0400		
include/Bthsdpdef.h	_BTHNS_RESTRICTIONBLOB	ms887868	Windows CE .NET 4.0 and later.	0x0400		
include/Bthsdpdef.h	_BTHNS_INQUIRYBLOB	ms887864	Windows CE .NET 4.0 and later.	0x0400		
include/Bthsdpdef.h	_BTHNS_SETBLOB	ms887869	Windows CE .NET 4.0 and later.	0x0400		
include/Buttonview.hpp	ButtonControlRectangleStyle_t	ms905076	Windows CE .NET 4.0 and later.	0x0400		
include/Buttonview.hpp	DrawCheckBoxandRadioStyle	ms905094	Windows CE .NET 4.0 and later.	0x0400		
include/Buttonview.hpp	DrawGroupBoxText	ms905098	Windows CE .NET 4.0 and later.	0x0400		
include/Buttonview.hpp	DrawPushable	ms905103	Windows CE .NET 4.0 and later.	0x0400		
include/Buttonview.hpp	DrawPushStyle	ms905107	Windows CE .NET 4.0 and later.	0x0400		
include/Buttonview.hpp	HitDetect	ms905211	Windows CE .NET 4.0 and later.	0x0400		
include/Buttonview.hpp	InitDC	ms905216	Windows CE .NET 4.0 and later.	0x0400		
include/Buttonview.hpp	PaintGroupBox	ms905220	Windows CE .NET 4.0 and later.	0x0400		
include/Buttonview.hpp	PaintNonPushStyle	ms905231	Windows CE .NET 4.0 and later.	0x0400		
include/CEDDK.h	PPVOID	ms896153	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/CEDDK.h	_BUS_DATA_TYPE	ms896151	Windows CE .NET 4.0 and later.	0x0400		
include/CEDDK.h	_INTERFACE_TYPE	ms901367	Windows CE .NET 4.0 and later.	0x0400		
include/CEDDK.h	_DMA_ADAPTER_OBJECT_	ms898303	Windows CE .NET 4.0 and later.	0x0400		
include/CEDDK.h	CreateBusAccessHandle	aa447690	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/CEDDK.h	CloseBusAccessHandle	aa447670	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/CEDDK.h	BusIoControl	ms896152	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/CEDDK.h	BusTransBusAddrToStatic	ms896153	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/CEDDK.h	BusTransBusAddrToVirtual	ms896154	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/CEDDK.h	GetBusNamePrefix	aa447824	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/CEDDK.h	GetChildDeviceRemoveState	aa447825	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/CEDDK.h	GetDeviceConfigurationData	aa447827	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/CEDDK.h	SetDeviceConfigurationData	ms920576	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/CEDDK.h	GetDevicePowerState	aa447832	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/CEDDK.h	SetDevicePowerState	ms920590	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/CEDDK.h	GetParentDeviceInfo	ms899309	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/CEDDK.h	TranslateBusAddr	aa448213	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/CEDDK.h	TranslateSystemAddr	aa448215	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/CEDDK.h	StallExecution	aa448325	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/CEDDK.h	CalibrateStallCounter	ee481529		0x0500		_WIN32_WCE >= 0x0500
include/CEDDK.h	HalGetBusData	ms899356	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	HalGetBusDataByOffset	ms899357	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	HalSetBusData	ms899359	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	HalSetBusDataByOffset	ms899360	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	HalTranslateBusAddress	ms899361	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	HalTranslateSystemAddress	ms899362	Windows CE .NET 4.0 and later.	0x0400		
include/CEDDK.h	READ_PORT_BUFFER_UCHAR	ms919746	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	READ_PORT_BUFFER_USHORT	ms919752	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	READ_PORT_BUFFER_ULONG	ms919750	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	READ_PORT_UCHAR	ms919756	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	READ_PORT_USHORT	ms919763	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	READ_PORT_ULONG	ms919759	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	READ_REGISTER_BUFFER_UCHAR	ms919766	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	READ_REGISTER_BUFFER_USHORT	ms919772	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	READ_REGISTER_BUFFER_ULONG	ms919769	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	READ_REGISTER_UCHAR	ms919775	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	READ_REGISTER_USHORT	ms919784	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	READ_REGISTER_ULONG	ms919780	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	WRITE_PORT_BUFFER_UCHAR	ms923671	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	WRITE_PORT_BUFFER_USHORT	ee483607		0x0210		
include/CEDDK.h	WRITE_PORT_BUFFER_ULONG	ms923672	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	WRITE_PORT_UCHAR	ms923674	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	WRITE_PORT_USHORT	ms923677	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	WRITE_PORT_ULONG	ms923676	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	WRITE_REGISTER_BUFFER_UCHAR	ms923678	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	WRITE_REGISTER_BUFFER_USHORT	ms923680	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	WRITE_REGISTER_BUFFER_ULONG	ms923679	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	WRITE_REGISTER_UCHAR	ms923681	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	WRITE_REGISTER_USHORT	ms923683	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	WRITE_REGISTER_ULONG	ms923682	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	MmMapIoSpace	aa447863	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	MmUnmapIoSpace	aa447865	Windows CE 2.10 and later.	0x0210		
include/CEDDK.h	TransBusAddrToVirtual	aa448212	Windows CE .NET 4.0 and later.	0x0400		
include/CEDDK.h	TransBusAddrToStatic	aa448211	Windows CE .NET 4.0 and later.	0x0400		
include/CEDDK.h	HalAllocateCommonBuffer	ms899352	Windows CE .NET 4.0 and later.	0x0400		
include/CEDDK.h	HalFreeCommonBuffer	ms899355	Windows CE .NET 4.0 and later.	0x0400		
include/Calibrui.h	TouchCalibrateUI_DrawConfirmationScreen	ms920024	Windows CE 2.10 and later.	0x0210		
include/Calibrui.h	TouchCalibrateUI_DrawMainScreen	ms920026	Windows CE 2.10 and later.	0x0210		
include/Calibrui.h	TouchCalibrateUI_HandleUserInputMessage	ms920028	Windows CE 2.10 and later.	0x0210		
include/Calibrui.h	TouchCalibrateUI_WaitForConfirmation	ms920033	Windows CE 2.10 and later.	0x0210		
include/Cchannel.h	tagCHANNEL_DEF	aa513856	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	tagCHANNEL_PDU_HEADER	aa513859	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	CHANNEL_OPTION_INITIALIZED	aa513856	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	CHANNEL_OPTION_ENCRYPT_RDP	aa513856	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	CHANNEL_OPTION_ENCRYPT_SC	aa513856	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	CHANNEL_OPTION_ENCRYPT_CS	aa513856	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	CHANNEL_OPTION_PRI_HIGH	aa513856	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	CHANNEL_OPTION_PRI_MED	aa513856	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	CHANNEL_OPTION_PRI_LOW	aa513856	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	CHANNEL_OPTION_COMPRESS_RDP	aa513856	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	CHANNEL_OPTION_COMPRESS	aa513856	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	CHANNEL_OPTION_SHOW_PROTOCOL	aa513856	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	CHANNEL_OPTION_REMOTE_CONTROL_PERSISTENT	aa513856	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	CHANNEL_FLAG_FIRST	aa514754	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	CHANNEL_FLAG_LAST	aa514754	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	CHANNEL_FLAG_MIDDLE	aa514754	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	CHANNEL_FLAG_ONLY	aa514754	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	tagCHANNEL_ENTRY_POINTS	aa513858	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	tagCHANNEL_ENTRY_POINTS_EX	aa513861	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Cchannel.h	VirtualChannelEntry	ms879597	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	VirtualChannelInitEvent	ms879628	Windows CE .NET 4.0 and later.	0x0400		
include/Cchannel.h	VirtualChannelOpenEvent	ms879661	Windows CE .NET 4.0 and later.	0x0400		
include/Cdioctl.h	IOCTL_CDROM_PAUSE_AUDIO	ms901379	Windows CE .NET 4.0 and later.	0x0400		
include/Cdioctl.h	IOCTL_CDROM_PLAY_AUDIO_MSF	ms901380	Windows CE .NET 4.0 and later.	0x0400		
include/Cdioctl.h	IOCTL_CDROM_READ_TOC	ms901382	Windows CE .NET 4.0 and later.	0x0400		
include/Cdioctl.h	IOCTL_CDROM_RESUME_AUDIO	ms901383	Windows CE .NET 4.0 and later.	0x0400		
include/Cdioctl.h	IOCTL_CDROM_SEEK_AUDIO_MSF	ms901384	Windows CE .NET 4.0 and later.	0x0400		
include/Cdioctl.h	IOCTL_CDROM_STOP_AUDIO	ms901385	Windows CE .NET 4.0 and later.	0x0400		
include/Celog.h	CeLogData	aa450823	Windows CE 3.0 and later.	0x0300		
include/Celog.h	CeLogGetZones	aa450824	Windows CE .NET 4.0 and later.	0x0400		
include/Celog.h	CeLogMsg	aa450825	Windows CE .NET 4.0 and later.	0x0400		
include/Celog.h	CeLogQueryZones	aa450826	Windows CE .NET 4.0 and later.	0x0400		
include/Celog.h	CeLogReSync	aa450827	Windows CE 3.0 and later.	0x0300		
include/Celog.h	CeLogSetZones	aa450828	Windows CE 3.0 and later.	0x0300		
include/Celog.h	__CEL_MAPFILE_VIEW_OPEN	aa451055	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Celog.h	enum	aa451058	Windows CE 5.0 and later.	0x0500		_WIN32_WCE >= 0x0500
include/Cesync.h	tagDevInfo	aa513865	Windows CE 1.0 and later.	0x0100		
include/Ceutil.h	CeSvcAdd	aa513818	Windows CE 3.0 and later.	0x0300		
include/Ceutil.h	CeSvcQueryInfo	aa513837	Windows CE 3.0 and later.	0x0300		
include/Ceutil.h	CeSvcRemove	aa513840	Windows CE 3.0 and later.	0x0300		
include/Comboboxview.hpp	DrawFocus	ms905423	Windows CE .NET 4.0 and later.	0x0400		
include/Comboboxview.hpp	TopCoordinate	ms905424	Windows CE .NET 4.0 and later.	0x0400		
include/Comboboxview.hpp	WindowStyleCustomization	ms905425	Windows CE .NET 4.0 and later.	0x0400		
include/Commctrl.h	_IMAGEINFO	ms909781	Windows CE 1.0 and later.	0x0100		
include/Commctrl.h	_IMAGELISTDRAWPARAMS	ms909819	Windows CE 2.0 and later.	0x0200		
include/Commctrl.h	ILC_MASK	ms909810	Windows CE 1.0 and later.	0x0100		
